artist,song_title,use,show
Valentin-Hadjadj,Girl Variation #1,,Girl15 Nov 20180
Valentin-Hadjadj,Lara,,Girl15 Nov 20180
Valentin-Hadjadj,Girl Theme,,Girl15 Nov 20180
Valentin-Hadjadj,Fall,,Girl15 Nov 20180
Valentin-Hadjadj,Summer,,Girl15 Nov 20180
Valentin-Hadjadj,Winter,,Girl15 Nov 20180
Valentin-Hadjadj,Mathias,,Girl15 Nov 20181
Franco-Fagioli-Il-Pomo-d-Oro-and-Zefira-Valova,"Serse, HWV 40, Act I: ""Ombra mai fu""",,Girl15 Nov 20180
King-Cassius,Blue Flame,"0:05Jennifer starts talking to her laptop, then is interrupted by a text from Khalil.",Black Lightning • S2E512 Nov 20180
Eleni-Drake,Honey,"0:49Jennifer looks through pictures on her laptop, as Khalil knocks on her window to check on her.",Black Lightning • S2E512 Nov 20181
Stefan-Grossman-and-Paul-Jones,Struttin' with the Devil Blues,"0:33Jefferson grabs a drink at a bar and is joined by Two-Bits, then involves himself when a customer gets too handsy with a waitress.",Black Lightning • S2E512 Nov 20180
Replay,Daydreamers,"0:11Fallon asks Liam his opinion on drink choices, then he comments on how much effort she's putting into the wedding planning.",Dynasty • S2E58 Nov 20180
Ruben-Nez,Hay Que Luchar,0:39Cosgrove asks Tookie for his opinion on her Philly Cheesesteak.,Stumptown • S1E65 Nov 20190
Ruben-Nez,Sempre Me Faltas Tu,,The Rookie • S1E115 Oct 20180
Crown-the-Empire,Breaking Point,,The Rookie • S1E115 Oct 20180
Audiogroove,Cheers (Drink to That),"Karaoke of Rihanna's popular song, at the bar.",The Rookie • S1E115 Oct 20180
Kyd-the-Band,Do Something,Processing the criminals during the montage scene.,The Rookie • S1E222 Oct 20180
Mackeson,Bye Bye Baby,,The Rookie • S1E329 Oct 20180
Zander-Hawley,Daylight (feat. Phoebe Bridgers),,The Rookie • S2E816 Nov 20190
Zander-Hawley,We Don't Talk So Much Anymore,Final song after Lucy and Nolan break up.,The Rookie • S1E412 Nov 20180
Cadell,Roman,,Informer • S1E115 Oct 20180
Maidm,B-Boy Shit (feat. Aim & Mikey D.O.N.),,Informer • S1E115 Oct 20180
Brand-Nubian,All for One,,Informer • S1E115 Oct 20180
Brand-Nubian,Word Is Bond,,Kids28 Jul 19950
Vic-Reeves,Dizzy,,Informer • S1E329 Oct 20180
Esther-Ofarim,Dirty Old Town,,Informer • S1E329 Oct 20180
The-Negatives,We're from Bradford,,Informer • S1E45 Nov 20180
Tshegue,Muanapoto,,Informer • S1E45 Nov 20181
Timmy-Shaw,Throw It Out Of Your Mind,,Green Book20 Nov 20181
Timmy-Shaw,A Letter From My Baby,,Green Book20 Nov 20181
The-Blue-Jays,So Long Lovers Island,,Green Book20 Nov 20181
Robert-Mosley,Goodbye My Lover Goodbye,,Green Book20 Nov 20181
The-Blackwells,You Took Advantage of Me,,Green Book20 Nov 20181
Bill-Massey-Lea-Lendon-and-the-Rite-Timers,What'cha Gonna Do,,Green Book20 Nov 20181
Jean-Philippe-Audin,Troubled Romance,,Green Book20 Nov 20181
Jack-s-Four,Dearest One,,Green Book20 Nov 20181
Professor-Longhair,Go to the Mardi Gras,,Green Book20 Nov 20181
Erik-Satie-Ensemble,Valse ballet: Op.62,,Green Book20 Nov 20181
Sue-Winford,I'll Never Let You Go,,Green Book20 Nov 20181
Edd-Henry,Your Replacement Is Here,,Green Book20 Nov 20181
Don-Shirley,The Lonesome Road,,Green Book20 Nov 20181
Li-l-Millet-And-His-Creoles,Rich Woman,,Green Book20 Nov 20187
Isla-June,Knew You When,,Good Trouble • S2E1511 Feb 20200
Isla-June,"Strange Times, Dark Days",0:17Veronica sneaks into the fight club locker room and is reunited with Archie.,Riverdale • S3E513 Nov 20181
Jamra,Queen Bee,"0:33Veronica and Reggie arrive at the fight club, but run into a snag getting in.",Riverdale • S3E513 Nov 20181
Lanita-Smith,Higher,0:08Patience asks Coop why she never wants to go out.,All American • S1E513 Nov 20180
Tom-Hillock-David-Krutten-and-Jennifer-Jordan,Hurry Hurry,"0:19Olivia stops by the cafe to apologize to Spencer, then he tells her about skipping the game where his dad is playing.",All American • S1E513 Nov 20180
Noah-Lifschey,Turns Me on Again,,Pen15 • S1E77 Feb 20190
Noah-Lifschey,Broken Promises,0:20Olivia and Jordan drive out to investigate the Crenshaw address where their dad is sending money.,All American • S1E513 Nov 20180
Sport-Ivory,Try to Remember,0:57Olivia and Asher kiss in the fountain; Spencer stands at Cory's grave and talks about his decision to quit football; Billy tells Spencer he'll support his decision.,All American • S2E81 Dec 20192
Sport-Ivory,Traveler's Hymn,0:49Coop confesses to Patience about going to Spencer's party and why she lied; Billy tells Spencer he can't always do it on his own and he hopes Spencer chooses to be part of his family.,All American • S1E513 Nov 20180
21-Thomas-McCray-Jr,Above It All,Ep 106 'The Choice Is Yours' promo.,All American • S1E513 Nov 20180
Jack-Vallier,Change Your Mind (Stripped),"0:47Levi tells Nico about not knowing he was gay and how right everything felt when they kissed; Meredith tells Andrew what he said to CeCe was brave, then he expresses a desire to pursue a relationship with her.",Grey's Anatomy • S15E814 Nov 20181
Canille-Saint-Saens,"The Carnival of the Animals No. 13 ""The Swan""",0:25Music during art class. Continues during nap time as Lisa wakes up Jimmy.,The Kindergarten Teacher12 Oct 20180
Camille-Saint-Saens,"The Carnival of the Animals No. 6 ""Kangaroos""",0:28Jimmy leaves the bathroom and goes back to nap time. ,The Kindergarten Teacher12 Oct 20180
Frederich-Chopin,"Nocturne Op. 9, No. 1",0:35Lisa takes Jimmy’s phone from his backpack during nap time and wakes him up to go to the playground with her.,The Kindergarten Teacher12 Oct 20180
Kelan-Gilbert,Anytime of Day,1:07Lisa finds Jimmy talking with Simon at the bar area. Simon tells her to leave his class.,The Kindergarten Teacher12 Oct 20180
Todd-Malcolm-Michiles-and-Daniel-Carl-Holter,Grind Low,0:43Lisa goes to the back yard and finds her daughter smoking weed with someone at the pool party.,The Kindergarten Teacher12 Oct 20180
Sample-Magic,Club Insomnia,0:55Lisa arrives at Roy’s nightclub.,The Kindergarten Teacher12 Oct 20180
Sample-Magic,Hold Your Eyes,"0:56Lisa talks to Roy about his son, Jimmy.",The Kindergarten Teacher12 Oct 20180
Christopher-Mosher-Daniel-Holter-David-Balwin-Matthew-Smith,We On It (Remix),1:14Plays in Josh’s room as Lisa talks with Lainey.,The Kindergarten Teacher12 Oct 20180
Ama-Lou,Bless Me,,Creed II20 Nov 20180
Mike-WiLL-Made-It-Nas-and-Rick-Ross,Check,,Creed II20 Nov 20181
Alexandre-Kantorow,"18 Pieces, Op. 72, TH 151: No. 5, Méditation",,Creed II20 Nov 20180
Jacob-Banks-and-Ludwig-Goeransson,You Might Find Me,Arrival to desert gym ,Creed II20 Nov 20180
Mike-WiLL-Made-It-Lil-Wayne-Jacob-Banks-and-J-Warner,Amen,,Creed II20 Nov 20180
Hometown-Sweethearts,Blackout,"0:04Pete’s co-worker gives him some advice for parenting as they are renovating the house, Contiunes as Pete arrives at home.",Instant Family15 Nov 20181
Ryan-Castle,Soupcan Blaster,0:53Pete and Ellie take the kids to Six Flags.,Instant Family15 Nov 20180
Bopman,Pressure,,Impulse • S2E515 Oct 20190
Bopman,Pressure,0:54Lizzy’s friends drop her off at the Six Flag main entrance.,Instant Family15 Nov 20181
KOYOTIE,Best Life,,Like a Boss9 Jan 20201
KOYOTIE,Get Busy,0:21Conrad arrives at Andrea's workout class where he gives her the down low on Chastian then offers instead of working with the hospital to be her partner.,The Resident • S3E37 Oct 20190
KOYOTIE,Get On the Bus,,Otherhood1 Aug 20190
KOYOTIE,Give It To Me,0:58Music at Lizzy’s bedroom as Ellie finds her friends inside her room.,Instant Family15 Nov 20180
KOYOTIE,Get On the Bus,,Insatiable • S1E1010 Aug 20180
KOYOTIE,New Best Thing,,Insatiable • S1E810 Aug 20100
Isabela-Moner,Backpack Song,,Dora and the Lost City of Gold8 Aug 20190
Isabela-Moner,Map Song,,Dora and the Lost City of Gold8 Aug 20190
Isabela-Moner,Poo Hole Song,,Dora and the Lost City of Gold8 Aug 20190
Isabela-Moner,Freak Out Song,,Dora and the Lost City of Gold8 Aug 20190
Isabela-Moner,I'll Stay,1:54End credits song.,Instant Family15 Nov 20184
Nig-Richards,Danny Boy,,A Private War1 Nov 20180
The-London-Pops-Orchestra-Conducted-by-Nelson-Corbin,So This Is Love (Cinderella),,Ralph Breaks the Internet: Wreck-It Ralph 220 Nov 20180
Sarah-Silverman-Gal-Gadot-and-Cast-Ralph-Breaks-the-Internet,A Place Called Slaughter Race,,Ralph Breaks the Internet: Wreck-It Ralph 220 Nov 20181
Adona,Our Time Will Come,"0:45Warren emerges from the burning house with a pair of babies, then heads back in to rescue Ruth.",Station 19 • S2E714 Nov 20181
Jaws-of-Love,Jaws of Love.,"0:52Hope joins Landon by the lake, where he confesses to not knowing why he was drawn to the knife or why the mystical creatures are showing up, then tells her she's been normal the whole day by picking on him and distrusting him.",Legacies • S1E414 Nov 20180
Anna-Schulze,Times They Are A-Changin',0:57Dean tells Victoria he thinks she should move out; Sullivan awakens in pain and asks for morphine; Andy goes to her aunt's house and finds her mom there.,Station 19 • S3E1613 May 20200
Anna-Schulze,Never Get The Best Of Me,"0:54Victoria convinces Ripley that she's fully consenting to a relationship with him, then they make out in the station locker room.",Station 19 • S2E714 Nov 20182
Claire-Guerreso,Hero,0:56Jack yells at Pruitt when he tries to help him; Ryan informs his father that he knows about the warrant out for his arrest; Dean apologizes to Warren for not being more enthusiatic about the Thanksgiving meal; the crew sits down for dinner; Ripley announces that Maya is getting a promotion and transfer; Maya leaves Andy a message.,Station 19 • S2E714 Nov 20180
Freddie-Wilson,In Born Soul ,0:27Wedding reception; Conner's parents introduce themselves to Annalise.,How to Get Away With Murder • S5E814 Nov 20180
Royal-Philharmonic-Orchestra,Clair de Lune,0:162162 - Stu plays the piano as Tiger is taken to see him; [0:26] repeats during end credits.,Future Man • S2E210 Jan 20190
Royal-Philharmonic-Orchestra,Pachelbel's Canon In D Major,0:19Asher and Michaela walk down the aisle as best men; Oliver and Connor as walked down the aisle by their mothers.,How to Get Away With Murder • S5E814 Nov 20180
Royal-Philharmonic-Orchestra,Jeux D'enfants: II. Berceuse,0:03Classical music as Stone cleans up the kitty litter.,The Night Of • S1E613 Aug 20160
Royal-Philharmonic-Orchestra,Auld Lang Syne,1:02Bob sings goodbye to his new rat friend.,Minions9 Jul 20150
Royal-Philharmonic-Orchestra,Pomp and Circumstance March,,Into The Storm7 Aug 20140
Royal-Philharmonic-Orchestra,La Traviata,1:04The Cullens are preparing an Italian dinner for Bella in their kitchen.,Twilight20 Nov 20082
Royal-Philharmonic-Orchestra,The Prince of Denmark's March (Trumpet Voluntary in D Major),The string quartet plays this music at the wedding.,Friends • S2E1117 Jan 19960
Jade-Bird,Uh Huh,,Evil • S1E1011 Dec 20191
Jade-Bird,What Am I Here For,"0:55Josie asks Penelope to stay, but Penelope responds by saying she's only been given more reasons to leave; Penelope gives Josie a record of what her spelled pens recorded and tells her to look into what Alaric wrote about 'the merge'.",Legacies • S1E1413 Mar 20191
Jade-Bird,What Am I Here For,,Second Act20 Dec 20180
Jade-Bird,Uh Huh,"0:01A pregnant woman drives into town, pulls up at the church and stumbles inside.","Midnight, Texas • S2E415 Nov 20180"
Brigitte-Wickens,I Put a Spell on You,"0:57Patience tells Manfred he's amazing, then they almost kiss; Fiji apologizes to Bobo for turning him into a cat; Olivia and Lem talk about how much this miss Mary; Patience goes to Manfred's place and kisses him.","Midnight, Texas • S2E415 Nov 20180"
Alexander-Titov-and-Orchestra-Classical-Music-Studio-St-Petersburg,Concerto Grosso Op. 6 No. 7 In B-flat Major: I. Largo,0:01Queen Anne's train is removed; Anne shows Sarah her palace; Abigail rides in a carriage ,The Favourite22 Nov 20180
Brigitte-Haudebourg-Orchestre-Pro-Arte-and-Kurt-Redel,"Concerto n°5 en la mineur: Allegro ma non molto, Falk. 45",Intro to the lords and their decadent duck racing,The Favourite22 Nov 20181
Brigitte-Haudebourg-Orchestre-Pro-Arte-and-Kurt-Redel,"Concerto n°1 en ré majeur: Andante, Falk. 41",Sarah has blackmailed Queen Anne and is subsequently dismissed,The Favourite22 Nov 20181
Vincent-Royer-et-Jean-Philippe-Collard-Neven,Didascalies,1st instance: Abigail begins kitchen work. 2nd instance: Abigail works her way into Queen's bed.,The Favourite22 Nov 20180
Olivier-Latry,La Nativité Du Seigneur: VII. Jésus Accepte la Souffrance,"Sarah signs off on budget, then deals with pouting Queen Anne",The Favourite22 Nov 20180
Olivier-Latry,La Nativité Du Seigneur: II. Les Bergers,Abigail and Queen Anne play with her pet rabbits,The Favourite22 Nov 20180
Rachel-Barton-Pine-and-Ars-Antigua,"Viola d'amore Concerto in A Minor, RV 397: I. Allegro",Abigail is installed as Sarah's new maid,The Favourite22 Nov 20180
