artist,song_title,use,show
Jordan-Mackampa,Teardrops in a Hurricane,,For Life • S1E217 Feb 20200
Jordan-Mackampa,Battlecry,"First song, opening credits.",Our Girl • S4E14 Jun 20180
Lisa-Lisa-and-Cult-Jam,Head to Toe,Blanca is kicked out of the bar.,Pose • S1E29 Jun 20180
Dubravka-Tomsic,"Nocturnes for Piano, S. 541: No. 3, Liebestraume",,The Girl in the Spider's Web8 Nov 20180
Dubravka-Tomsic,"Waltzes, Op. Posth. 69: No. 1 in A-Flat Major ""Farewell Waltz""",Damon arrives to meet Helena for the ballet.,Pose • S1E29 Jun 20180
Midnight-Star,No Parking (On the Dance Floor),,Pose • S2E622 Jul 20190
Midnight-Star,Operator,,Pose • S1E423 Jun 20180
Midnight-Star,Midas Touch,,Pose • S1E29 Jun 20180
Beethoven-s-Wig,"In the Hall of the Mountain King, from Peer Gynt Suite, Grieg",Song over the final scenes. Damon waits for Ricky at the ballet..,Pose • S1E29 Jun 20180
Nancy-Sanchez,Puerta Del Sol,Dona Tita works on Freddy. Emma goes back to the bar to borrow Eddy's car.,Vida • S1E52 Jun 20180
Meron-Ryan,What We're Made For,Jenna takes Henry to school.,Impulse • S1E15 Jun 20180
Ellifant,All Or Nothing (ft. Bunji Garlin & Diplo),Henry walks into the school.,Impulse • S1E15 Jun 20181
First-Place-Chick,Skee-Ball,Clay takes Henry to the mechanic.,Impulse • S1E15 Jun 20180
Naations,Kingdom,Song on the car radio.,Impulse • S1E15 Jun 20181
Caino,Shine on You,"0:04Olivia talks about seeing the school counsellor, then Layla compliments her on her podcast.",All American • S2E129 Feb 20200
Caino,Walk Out,Next song on the car radio.,Impulse • S1E15 Jun 20180
Dsrt,Kinda High (feat. Kelly Sweet),Jenna is face timing with her friends,Impulse • S1E15 Jun 20180
The-Messenger-Birds,Honest Lies,Lucas tries to chase down Jenna's car.,Impulse • S1E15 Jun 20180
Gringo-Star,Get Closer,Song as Lucas kidnaps Henry and puts her in the trunk.,Impulse • S1E15 Jun 20180
Gringo-Star,A Smile,,Shameless • S8E716 Dec 20170
The-CrownSayers,Dancin' in the Moonlight ,Party at Adam Sandler's home,Big Daddy24 Jun 19990
Tim-Herlihy,The Kangaroo Song,,Big Daddy24 Jun 19990
Jorge-Buccio,It's Now or Never,,Big Daddy24 Jun 19990
Jorge-Buccio,O Sole Mio,,Big Daddy24 Jun 19990
Isak-Danielson,Ending,0:52Tandy lights the lantern and send it off into the sky; flashback to Melissa telling a young Tandy not to rely on anyone; Tandy phones up Peter Scarborough and tells him she'll take his deal; flashback to Adina telling Otis she doesn't feel safe anymore; O'Reilly finds Fuchs dead and stuffed into his refrigerator.,Cloak & Dagger • S1E818 Jul 20182
The-Roues-Brothers,It's a Crying Shame,"0:38At the bar, O'Reilly continues to drink as cops talk about Fuchs; Connor arrives at the bar and makes a toast to Fuchs, then O'Reilly attacks him.",Cloak & Dagger • S1E925 Jul 20180
Midnight-Riot,Move Yourself,Henry is walking through school.,Impulse • S1E25 Jun 20180
Dumbfoundead,Ancestors (feat. Donye'a G & YEAR of the OX),,Wu Assassins • S1E57 Aug 20190
Dumbfoundead,Eleven,"0:32Khalil goes to Club 100 looking for Rion and gets teased by Romel; Khalil hits Rion with a tranquilizer dart, leading to a deadly fall from the balcony.",Black Lightning • S2E322 Oct 20180
Dumbfoundead,P.A.A.C. (Protect At All Cost),"0:01Three years earlier, Bronx, NY - Dante Warwick summons Jocelyn to talk about a deal with The Widow, then takes out his anger on a barber who nicks him during a shave.",Quantico • S3E614 Jun 20180
DEAMN,Give Me Your Love,"0:19The team play various casino games; Mike, Alex and Celine put their 'triangle play' into action, which involves a physical confrontation between Alex and Celine; Alex gets invited to meet with Dante.",Quantico • S3E614 Jun 20180
The-Hangabouts,Cricket Time,,Set It Up14 Jun 20180
Adam-Bravine-Esthero,Come Go With Me,,Set It Up14 Jun 20180
Gryffin-and-SLANDER,All You Need To Know (feat. Calle Lehmann),"Josie, Pepper and Jorge help Katy sew her dress.",Katy Keene • S1E54 Mar 20200
Gryffin-and-SLANDER,Love in Ruins (feat. Sinead Harnett),,Set It Up14 Jun 20180
Leslie-Powell,Us,,Set It Up14 Jun 20180
The-Bricks,Change Gonna Come,0:24Laura runs into lawyer Evie at the gala and they catch up.,New Amsterdam • S1E629 Oct 20180
The-Bricks,Give Me Your Love,,Life and Nothing More23 Oct 20180
The-Bricks,Change Gonna Come,Violet tells Hollywood to stop giving her money for her business.,Queen Sugar • S3E412 Jun 20180
Garden-City-Movement,I Knew Before I Met Her That I Would Lose Her,Charley meets with Jacob regarding the tenants.,Queen Sugar • S3E412 Jun 20180
John-J-Harvey,Dirty Face,,Shameless • S5E728 Feb 20150
Evan-Watson,Face These Things Alone,,Shameless • S5E728 Feb 20150
Moroccan-Knights,Peace Love With You,,Shameless • S5E728 Feb 20150
Brian-Tan,Fruitopia,,Shameless • S5E728 Feb 20150
Jeremy-Manjorin,Skinny Seventeen,,Shameless • S5E728 Feb 20150
Omega-Swan,Eastbound,,Shameless • S6E912 Mar 20160
Omega-Swan,Diggin',,Shameless • S5E87 Mar 20150
Omega-Swan,Alien,,Shameless • S5E728 Feb 20150
French-Cassettes,Boys,,Shameless • S5E728 Feb 20151
J-J-and-The-Real-Jerks,High Anxiety Society,,Shameless • S5E728 Feb 20150
Kent-Buchanan,Scooby Snax,,Shameless • S5E728 Feb 20150
Skeewiff,Coming Home Baby,,The Crown • S3E216 Nov 20190
Skeewiff,I Got Soul Boots (Skee-Lee Mash),,Shameless • S5E728 Feb 20150
Forty-Feet-Tall,No Control,,Shameless • S6E56 Feb 20160
Forty-Feet-Tall,Crash and Burn,,Shameless • S5E728 Feb 20150
The-Two-Tens,Sweet as Pie,,Shameless • S5E87 Mar 20150
Kingsize,Stolen Cigarettes,,Shameless • S5E1128 Mar 20150
Kingsize,Mathematics,,Shameless • S5E87 Mar 20150
The-Morning-Birds,Jimmy Dean,,Shameless • S5E87 Mar 20150
Brian-De-Mercier,Captain Cranky,,Shameless • S5E87 Mar 20150
Matt-Robertson,Brooding And Building,,Shameless • S5E87 Mar 20150
Jim-Davies-and-Rhett-Moir,All Nighter,,Shameless • S5E87 Mar 20150
Crud,Devil At The Wheel,,Shameless • S5E87 Mar 20150
Dizzy-X,Harder They Come,,Shameless • S5E87 Mar 20150
Glass-Oaks,Confusion,,Shameless • S5E87 Mar 20150
Satnam-Ramgotra,Won't Play Nice,,Shameless • S5E87 Mar 20150
Breed,Racketology,,Shameless • S5E87 Mar 20150
The-Golden-Gods,Trouble and Bad Women,,Shameless • S5E87 Mar 20150
The-Golden-Gods,Midas Touch,,Waitress24 May 20070
Blindfold-Sound,Wist On The Window,,Shameless • S5E87 Mar 20150
Numbers-Radio,Boring,,Shameless • S5E914 Mar 20150
I-Love-Monsters,Hesitation,,Shameless • S5E914 Mar 20150
Big-City-Villains,Um Um Good,,Shameless • S5E914 Mar 20150
Yard-Trauma,Get Outta My Way,,Shameless • S5E914 Mar 20150
Polish-National-Radio-Symphony-Orchestra-and-Michael-Halasz,"Symphony No 1 In D Major, ""Titan"": IV Sturmisch Bewegt",,Shameless • S5E914 Mar 20150
Dan-Michaelson-and-The-Coastguards,Somewhere,,Shameless • S5E914 Mar 20150
Terry-Munday,Alien Empire,,Shameless • S5E1021 Mar 20150
Southbound,Get Out Da Way,,Shameless • S5E1021 Mar 20150
Elijah-And-The-Moon,Map & Compass,"Fiona goes to Gus' apartment, she walks around the apartment watering his plants when finds a shirt of his smells it then calls him, they talk then makes plans to talk and have Skype sex later.",Shameless • S5E1021 Mar 20150
JJ-Zeller,Farmer In The Dell,,Shameless • S5E1021 Mar 20150
Kill-Em-Mister,Rogue Leader,,Shameless • S5E1021 Mar 20150
Birdlips,Scarecrow,,Shameless • S5E1021 Mar 20150
Old-Sea-Brigade,Better Days,"0:54Matt continues her interview with Stephanie, then lends her his jacket when she says she's cold; Don tells Matt it's obvious why he didn't kiss Stephanie; Angie and Tex have drinks, then head back to her place.",Private Eyes • S3E1023 Jul 20190
Old-Sea-Brigade,We Belong,,This is Us • S3E1211 Feb 20192
Old-Sea-Brigade,Love Brought Weight,,A Million Little Things • S1E146 Feb 20190
Old-Sea-Brigade,Sinkhole,"0:47Maggie confesses to Jackson that she feels several steps behind him, asks him to talk to her, then ends up leaving in tears at his words.",Grey's Anatomy • S15E77 Nov 20180
Old-Sea-Brigade,Cover My Own,0:42Stella contemplates her future as she carries the anniversary cake to the bar.,Life Sentence • S1E1314 Jun 20180
The-Poppy-Family,Where Evil Grows,when robotnik is jamming out in his truck. Just straight up jamming. ,Sonic the Hedgehog11 Feb 20202
The-Poppy-Family,Where Evil Grows,,The Marvelous Mrs. Maisel • S3E45 Dec 20190
The-Poppy-Family,Which Way You Goin' Billy?,"0:051971 - Olivia and Sharon dance around their place, until Olivia rushes off to throw up; [0:39] repeats as a very pregnant Olivia tells her brother they have work to finish; Olivia leaves her baby in the forest; montage of Olivia bringing about her destiny as The Witness.",12 Monkeys • S4E314 Jun 20180
Major-Maker,Not Moving At All,"0:01Montreal, QB - The team hangs out at a party Zara is hosting..  ",Ransom • S3E222 Feb 20190
Major-Maker,Rollercoaster,"0:02Cynthia starts to leave the party early, when Eric gets a call about Kayla.  ",Ransom • S3E222 Feb 20190
Major-Maker,So Many Times,0:54Bruno changes his mind about crashing the plane; emergency crews take care of teh passengers as Eric and Cynthia say goodbye to Oliver and Zara.,Ransom • S2E1015 Jun 20180
Sonny-Cleveland,Little of Your Lovin',,Council of Dads • S1E413 May 20200
Sonny-Cleveland,Bring It on Back,,Virgin River • S1E65 Dec 20190
Sonny-Cleveland,Bring It on Back,,Impulse • S2E315 Oct 20190
Sonny-Cleveland,Our World,0:14Tori and Brandon play arcade games at the diner.,Brightburn23 May 20190
Sonny-Cleveland,You've Got Me Running in Circles,"0:07At Pop's, Betty, Veronica, Jughead and Archie contemplate what they can do to help prove Archie's innocence.",Riverdale • S3E19 Oct 20181
Sonny-Cleveland,You've Got Me Running in Circles,Cleo talks to Bill and asks how Clay is going.,Impulse • S1E35 Jun 20180
Jane-Weaver,Modern Kosmology,,Killing Eve • S2E718 May 20190
Jane-Weaver,The Architect,Henry rides down to the bridge and tries to drown herself.,Impulse • S1E35 Jun 20180
Tommy-James,Draggin' the Line (Single Version),Montage as the drugs are being made.,Impulse • S1E45 Jun 20181
Tommy-James,Sweet Cherry Wine (Rerecorded),1:27George reveals to Christine that Bob Anderson chose him to anchor at Baltimore as he drives her home.,Christine12 Oct 20160
Tommy-James,Sweet Cherry Wine (Rerecorded),,Christine12 Oct 20160
Ecca-Vandal,Future Heroine,,Dickinson • S1E131 Oct 20190
Ecca-Vandal,"Broke Days, Party Nights",Henry listens to this song loudly in his room to help him stay awake..,Impulse • S1E45 Jun 20180
The-Big-Moon,Sucker,,Trying • S1E230 Apr 20200
The-Big-Moon,She's Electric,,Fighting With My Family21 Feb 20190
The-Big-Moon,The Road,Henry and Townes wait in the bedroom.,Impulse • S1E45 Jun 20180
DOPE-LEMON,Hey You,,Messiah • S1E731 Dec 20190
DOPE-LEMON,How Many Times,0:35Red and Dembe go after Dr. Koehler; Liz joins Samar and Ressler to go after Dr. Koehler; Dr. Koehler and his staff are shot.,The Blacklist • S6E12 Jan 20190
DOPE-LEMON,How Many Times,Song as Henry gets into bed.,Impulse • S1E45 Jun 20181
DOPE-LEMON,How Many Times,,Shameless • S7E103 Dec 20160
Deru,Let the Silence Float,First song as Lucas listens to self-help tapes.,Impulse • S1E55 Jun 20180
Deru,Midnight In the Garden With Ghosts,Jeremiah has to pick up his sons body.,Impulse • S1E55 Jun 20180
Deru,1979 (On a Snowy February Day),Josh attempts convincing Henry to travel to Montana.,Impulse • S1E65 Jun 20180
Deru,One,Clay hears someone break into bedroom.,Impulse • S1E75 Jun 20180
Cinclare,Observatory,In the car as Josh drives Henry home.,Impulse • S1E65 Jun 20180
Dream-Junkies,I Got the Juice,Clay gets dressed up for selfies in his wheelchair.,Impulse • S1E65 Jun 20181
Sampson,Shake the Fire,,Insatiable • S2E610 Oct 20190
Sampson,Born in the North,0:55Xander has Harlan Fried arrested for treason and the destruction of the Tereshkova; [0:58] continues as Jax joins Xander at The Black Hole and they make a toast; Atria asks Pilar if she's found anything about Thomas' whereabouts; Thomas' ship is taken in by a large cruiser; Cordelia and Regan take over their father's office.,Pandora • S1E1016 Sep 20190
Sampson,Moon in Morning Haze,Sex scene between Jenna and Zach.,Impulse • S1E65 Jun 20180
Alana-Henderson,Let This Remain,Song plays on the radio before Townes turns it off.,Impulse • S1E105 Jun 20180
DCappella,Here Comes Elastigirl - Elastigirl's Theme,,Incredibles 214 Jun 20180
DCappella,Chill or Be Chilled - Frozone's Theme,,Incredibles 214 Jun 20180
DCappella,Pow! Pow! Pow! - Mr. Incredible's Theme,,Incredibles 214 Jun 20180
DCappella,The Glory Days,,Incredibles 214 Jun 20180
Wrings,Wild World,Song during the flashforward of the court.,Shades of Blue • S3E116 Jun 20180
Roland-Poentinen,"Suite Bergamasque : Suite Bergamasque: III. Clair de Lune (E la Nave Va, and the Ship Sails On)",0:53End musical piece.,New Amsterdam • S2E1310 Feb 20200
Roland-Poentinen,Six Gnossiennes (1897): Gnossienne No. 1,0:33Dick talking on the phone with Bruce Wayne about Rose Wilson,Titans • S2E212 Sep 20191
Roland-Poentinen,"Musica Ricercata: Musica Ricercata: No. 2: Mesto, Rigidio e Ceremoniale (Eyes Wide Shut)",0:01Niko lies in bed; August and Oliver get dressed; William freaks out as Sasha blames him for what happened.,Another Life • S1E824 Jul 20190
Roland-Poentinen,Six Gnossiennes: Gnossienne No. 3,"0:17Flashback to William running into Ford at the gala's bar, who advises him to take another look at his creation and gives him his Westworld profile card.",Westworld • S2E916 Jun 20180
The-Jets,Make It Real,Stan and Angel over their intimate dinner.,Pose • S1E714 Jul 20180
The-Jets,Crush On You,Damon is practicing before he realises he is late. ,Pose • S1E316 Jun 20180
Lecrae-Sean-Garrett-and-Crystal-Nicole,Please Forgive,,Superfly12 Jun 20182
Rich-The-Kid-and-Rico-Love,Trappin' So Hard,,Superfly12 Jun 20180
Cheiko-Mori-Michael-Coxall-Joji-Hirota,Kyoku Mae Uta,"0:33July 2018 - Prague, Czech Republic - As he does his rounds, a museum security guard activates an audio recording in The Ouroboros section.",12 Monkeys • S4E114 Jun 20180
Ghostrunner,I Got To Move,,Shameless • S6E1126 Mar 20160
Ghostrunner,Welcome To Hell,,Shameless • S6E912 Mar 20160
Ghostrunner,Run & Hide (Remix),,Shameless • S6E713 Feb 20160
Ghostrunner,When The Morning Comes Round,,Shameless • S5E1128 Mar 20150
Dig-The-Kid,Ring In The Dead,,Shameless • S6E430 Jan 20160
Dig-The-Kid,When It All Falls Down,,Shameless • S5E1128 Mar 20150
Dig-The-Kid,All Night Long,,Shameless • S5E1128 Mar 20150
Danny-and-The-Champions-of-the-World,(Never Stop Building) That Old Space Rocket,,Shameless • S5E1128 Mar 20150
Daniel-Eiseman,Out of Your Way,,Shameless • S5E1128 Mar 20150
The-Longbox,V.E.G.A.S.,,Shameless • S5E1128 Mar 20150
Christopher-Lewis-Isabella-Hill-and-Vance-Westlake,Party with Us,,Otherhood1 Aug 20190
Keygrip,If I Could(You Know I Would),,Shameless • S5E1128 Mar 20150
Traumahelikopter,Kids,,Shameless • S5E1128 Mar 20150
Transphonic-Records,Memphis Crawl,,Shameless • S5E1128 Mar 20150
Wayne-Cobham,Get Up,,Shameless • S5E1128 Mar 20150
Robert-Wayne-Johnson-and-William-Close,Black Leather Jacket,,Shameless • S5E1128 Mar 20150
Pi-E,Blood to Alcohol,,Shameless • S5E124 Apr 20150
Shadow-Shadow,Where the Ocean Is,,Shameless • S5E124 Apr 20150
Shawn-James,There It Is,"0:06Xan complains about how little he made at the bar, then Janine suggests he has to use some charm to get better tips.",Siren • S2E1019 Jun 20190
Shawn-James,No Rest,,Shameless • S5E124 Apr 20150
Dark-Matter,Motionless,,Shameless • S5E124 Apr 20150
Kirby-James-Fairchild,Short Change,,Shameless • S5E124 Apr 20150
Bryony-Atkinson,1031,,Shameless • S5E124 Apr 20150
HPL,Hey Ladies,,Shameless • S6E19 Jan 20160
Future-Elevators,It Is What It Is,,Shameless • S6E19 Jan 20160
BoomBox,Up Till Now,0:14Raj tells Mariana she can't keep micro-managing him; Davia is passive-aggressive with Dennis and Malika.,Good Trouble • S2E1221 Jan 20200
BoomBox,Showboat,,Shameless • S6E19 Jan 20160
Lonely-Horse,Woman!,,Shameless • S6E19 Jan 20160
The-Walking-Who,Little Lady,,Shameless • S6E19 Jan 20160
Rubikon,Sermon,Lip getting out of bed in morning next to a sex partner at the bunny house. ,Shameless • S6E912 Mar 20160
Rubikon,Captain Deep,,Shameless • S6E323 Jan 20160
Rubikon,Vipers,,Shameless • S6E323 Jan 20160
Rubikon,Live That Lie,,Shameless • S6E19 Jan 20160
Silent-Lions,Pop Rocks,,Shameless • S6E713 Feb 20160
Silent-Lions,Terrible Days,,Shameless • S6E19 Jan 20160
Matt-Wilson-Band,Bring It,,Shameless • S6E216 Jan 20160
The-Experimental-Tropic-Blues-Band,Worm Wolf,,Shameless • S6E216 Jan 20160
Goldvein,Goldvein,,Shameless • S6E216 Jan 20160
Josh-Mobley-and-Rob-The-Rockstar,Give It All You Got,,Shameless • S6E323 Jan 20160
Josh-Mobley-and-Rob-The-Rockstar,Say Yeah,,Shameless • S6E216 Jan 20160
Highscrapper,Aliens,,Shameless • S6E216 Jan 20160
The-Telecaster-Kings,Rigged by Birth,,Shameless • S6E56 Feb 20160
The-Telecaster-Kings,The Swandiver (feat. Bosshouse),,Shameless • S6E216 Jan 20160
Domarian,Bury Me,,Shameless • S6E216 Jan 20160
String-Fellow-Hawks,Texarkana To Galilee,,Shameless • S6E216 Jan 20160
The-Baby-Seal-Club,Death Ray,,Shameless • S6E216 Jan 20160
Mike-Getches-and-Calvin-Pfeffer,Sandlot Daze,,Shameless • S6E216 Jan 20160
The-Relentless,Let Him Burn,,American Satan12 Oct 20170
The-Relentless,Cadence of My Heart,,American Satan12 Oct 20170
The-Relentless,Me Against the Devil,,American Satan12 Oct 20170
The-Relentless,We Lose Control,,American Satan12 Oct 20171
Palaye-Royale,Mr. Doctor Man,,American Satan12 Oct 20170
Palaye-Royale,Live Like We Want To,,American Satan12 Oct 20170
Palaye-Royale,Mr. Doctor Man,,American Satan12 Oct 20170
In-This-Moment,Joan of Arc,,American Satan12 Oct 20170
In-This-Moment,Joan of Arc,,American Satan12 Oct 20170
Mark-Slaughter,Up All Night ,,American Satan12 Oct 20170
Danny-Worsnop,I Got Bones,,American Satan12 Oct 20170
Crosses,Bitches Brew,,American Satan12 Oct 20170
Crosses,Bitches Brew,,American Satan12 Oct 20170
Prep-School,Mother,,American Satan12 Oct 20170
Prep-School,Freak On a Leash,,American Satan12 Oct 20170
Prep-School,Freak On a Leash,,American Satan12 Oct 20170
Prep-School,Mother,,American Satan12 Oct 20170
Bad-Omens,Glass Houses,,American Satan12 Oct 20170
Bad-Omens,Glass Houses,,American Satan12 Oct 20170
Circa-Survive,Schema,,American Satan12 Oct 20170
Asking-Alexandria,Into the Fire,,American Satan12 Oct 20170
Nightwish,Alpenglow,,American Satan12 Oct 20170
Sleeping-With-Sirens,Trouble,,American Satan12 Oct 20170
Lion,Power Love,,The Wraith20 Nov 19860
Lion,Never Surrender,Race,The Wraith20 Nov 19860
LaMarca,Hold on Blue Eyes,,The Wraith20 Nov 19860
Jill-Michaels,"Young Love, Hot Love",,The Wraith20 Nov 19860
James-House,Bad Mistake,,The Wraith20 Nov 19860
Jake-Houlsby,Howl,Final song during the end of season montage.,This is Us • S3E1618 Mar 20192
Jake-Houlsby,Howl,"0:55Miles is placed in the defectors camp; Wonkru youth train, Madi is called up to fight, Octavia and Clarke watch to see what she'll do.",The 100 • S5E718 Jun 20180
Jonelle-Moser,Stop in the Name of Love ,,Hope Floats28 May 19981
Laura-Harding,Who Cares,,Hope Floats28 May 19980
Sammy-Fain-Paul-Francis-Webster,Love is a Many Splendored Thing,,Hope Floats28 May 19980
Matraca-Berg,Back When We Were Beautiful,,Hope Floats28 May 19981
Lila-McCann,To Get Me to You,,Hope Floats28 May 19980
Kate-Mattison,Ten Years Time,"0:58Harley hestitates before signing his divorce papers, then goes running after Winter.",Carter • S1E618 Jun 20180
Lo-Hi,Sweet Love,,Snatched11 May 20170
Jason-Tarver-and-Marc-Williams,I Don't Care,,Snatched11 May 20170
Jim-Schultz,Anatomy of Suspense In Grey,,Snatched11 May 20170
Juan-Carlos-Beltran,La Noche Es Pa' Gozar,,Snatched11 May 20170
Franck-Sarkissan,Espera Si Espera No,,Snatched11 May 20170
Jean-Paul-Soullier,Groovy Bass,,Snatched11 May 20170
Pajaro-Canzani,Historia Bonita,,Snatched11 May 20170
Pajaro-Canzani,Pueblo Piragua,,Snatched11 May 20170
Eva-Rivera,El Aire (Aire Remix),,Tom Clancy's Jack Ryan • S2E131 Oct 20190
Eva-Rivera,Idilios,,Snatched11 May 20170
Senor-Ortegon-and-His-Orchestra,Picante Instrumental,,Snatched11 May 20170
William-Joseph-Martin,When the Lights Are Low,,Snatched11 May 20170
Daniel-Santos-and-Pedro-Flores,Querube,,Snatched11 May 20170
Trio-Hermanos-Rigual,Cuando Calienta el Sol,,Snatched11 May 20170
Black-Rob-Mark-Curry-and-P-Diddy,Bad Boy For Life,,Bad Boys for Life16 Jan 20202
Black-Rob-Mark-Curry-and-P-Diddy,Whoa!,,Snatched11 May 20170
Chander-Prakash,Happy Heart,,Snatched11 May 20170
Darktown-Strutter,Glad About That,Song as Muller puts up the notice at the tattoo parlour.,Mystery Road • S1E12 Jun 20181
Jimblah,Capitol City (feat. Alex Truehl),Jay and Tipper are chatting outside.,Mystery Road • S1E12 Jun 20180
Gotham-City,Don't Call Me,Song as they sit outside the tattoo parlour.,Mystery Road • S1E12 Jun 20180
Magic-Hands,Golden Boy,Crystal is playing music from her phone as she walks into the service station.,Mystery Road • S1E12 Jun 20180
Dessert-Belle,Catch Me If You Can,First song in the bar as Crystal and her friends arrive.,Mystery Road • S1E12 Jun 20180
Cobi,Prophet Story,Song as Eric is arrested at Jay.,Mystery Road • S1E12 Jun 20180
Jacob-Pearson,A Collision,Emma and Shevorne talk in the pub.,Mystery Road • S1E22 Jun 20180
Tony-Goodacre,You've Made My Life Complete,Song at the RSL.,Mystery Road • S1E22 Jun 20180
Rough-River,True Wild,Shevorne is being watched at the pub.,Mystery Road • S1E22 Jun 20180
Bob-Porter,Remember Me,Song at the RSL as they eat together.,Mystery Road • S1E22 Jun 20180
Doug-Kershaw,This Is the House That I Live In,0:36Suzanne plays board games on her own in the B Block.,Orange is the New Black • S6E526 Jul 20180
Doug-Kershaw,A Victim of Love Gone Wrong,They continue to eat at the RSL as Mary arrives.,Mystery Road • S1E22 Jun 20180
Chance-Pena,Goes On,0:01Spencer stands on the football field and reminisces about playing football; Coach Baker tells Spencer about all the firsts he had after his mom died.,All American • S2E168 Mar 20200
Chance-Pena,Flesh and Bone,First song as Emma searches for clues.,Mystery Road • S1E416 Jun 20181
Mark-Roberts-Paul-Fletcher-and-Patrick-Sturrock,Everybody's Home for Christmas,"0:30Dominic walks in on Kat and Isla hugging, then he asks if he can do anything to help Kat.",A Cinderella Story: Christmas Wish14 Oct 20190
Mark-Roberts-Paul-Fletcher-and-Patrick-Sturrock,Christmas Wish,1:07Eva leaves the office Christmas party and heads home.,We Need to Talk About Kevin8 Dec 20111
Ashe,We Get High,"0:55Ace informs George, Bess and Nick about Ryan being Nancy's biological father.",Nancy Drew • S1E177 Apr 20200
Ashe,Moral of the Story,,To All the Boys: PS I Still Love You11 Feb 20201
Ashe,We Get High,Jane's friend bring her breakfast and alcohol after she is fired.,The Bold Type • S2E318 Jun 20180
Nisantashi-Primary-School,Past Yesterday,"Janes makes some calls, searching for a job.",The Bold Type • S2E318 Jun 20180
Halo-Sol,Ride,,Four Weddings and a Funeral • S1E330 Jul 20190
Halo-Sol,Comin' in Hotta,,Four Weddings and a Funeral • S1E330 Jul 20190
Halo-Sol,Ride,,Isn't It Romantic?12 Feb 20190
Halo-Sol,Comin' in Hotta,Song as Adena smashes candy for her mock up.,The Bold Type • S2E318 Jun 20180
TOMI,Every Morning I Feel Like Running Away,"First song, montage of city.",The Bold Type • S2E716 Jul 20181
TOMI,Long Time Coming,Jane walks out of the offices as she attempts to not let anyone see her cry.,The Bold Type • S2E318 Jun 20181
Jimmy-Kaleth-Jez-Pike-and-Bob-Mitchell,Big Foot,0:52Jeff starts having flashbacks of the Boston Bombing.,Stronger21 Sep 20170
Brian-James-Brasher-and-Sonny-Del-Grosso,Body Slam Anthem,0:50Jeff's entrance music.,Stronger21 Sep 20170
Whiskey-Myers,Deep Down in the South,,Yellowstone • S2E630 Jul 20190
