artist,song_title,use,show
Hundred-Waters,Chambers (Passing Train),0:01Conrad runs to get away from his current problems when crashes into a biker.,The Resident • S1E1015 Apr 20180
Hundred-Waters,Blanket Me,0:43Nico awakens and notices that Alex has returned; Alex shows Nico the roll of money he got from his 'friend'; continues as the group runs from the bus depot.,Runaways • S1E108 Jan 20180
Hundred-Waters,Down From the Rafters,0:19Gavin gets in a cab and Dory asks him who he thinks Chantal was cheating on him with.,Search Party • S1E420 Nov 20166
Hundred-Waters,Cavity,,Guilt • S1E731 Jul 20160
Hundred-Waters,Show Me Love,,Containment • S1E920 Jun 20161
Folk-Uke,Shit Makes the Flowers Grow,,Super Troopers 219 Apr 20180
Folk-Uke,Motherfucker Got Fucked Up,0:52Credits.,Orange is the New Black • S4E116 Jun 20160
Rag-n-Bone-Man,Human,0:12Song in the casino with the drone pilot.,Tom Clancy's Jack Ryan • S1E330 Aug 20182
Rag-n-Bone-Man,Human,,Suits • S7E1624 Apr 20183
Rag-n-Bone-Man,Human,End credits song.,Ash vs Evil Dead • S3E921 Apr 20180
Rag-n-Bone-Man,Human,Official SDCC 2017 Trailer.,Inhumans • S1E128 Sep 20173
Rag-n-Bone-Man,Human,1:06ff,The Good Doctor • S1E124 Sep 201712
Rag-n-Bone-Man,Grace,0:56,The Originals • S4E1321 Jun 20175
Rag-n-Bone-Man,Grace,0:55The plane finall arrives and emergency crews rush to take the patients to the hospital; Meredith and the Captain shake hands; Candace asks Nathan if she should call him.,Grey's Anatomy • S13E2012 Apr 20173
Rag-n-Bone-Man,Human,,Into the Badlands • S2E118 Mar 20172
Rag-n-Bone-Man,Guilty,Season 4 trailer.,Orange is the New Black • S4E116 Jun 20163
Rag-n-Bone-Man,Wolves (feat. Stig of the Dump),,Underground • S1E93 May 20160
Rita-Indiana-and-Los-Misterios,El Juidero,,Hands Of Stone25 Aug 20160
Rita-Indiana-and-Los-Misterios,El Blue del Ping Pong,0:57Maria goes outside and finds Flores. Flores makes one of the girls leave the table so Maria can sit. :01 This song is also sung at the beginning of the episode when the girls are waiting in the shower line.,Orange is the New Black • S4E216 Jun 20160
Compagnia-d-Opera-Italiana-Orchestra-Antonello-Gotta-Giorgio-Casciarri-Marco-Pauluzzo-and-Paolo-Lovera,Rigoletto: La donna è mobile,"0:26Hansen, Bathory, Michaela and Sam feed on a woman, Violet unknowing watches them; Sam notices the door to the room slightly open.",Van Helsing • S4E524 Oct 20190
Compagnia-d-Opera-Italiana-Orchestra-Antonello-Gotta-Giorgio-Casciarri-Marco-Pauluzzo-and-Paolo-Lovera,"Don Giovanni: Madamina, il catalogo è questo",,The Village • S1E913 May 20190
Compagnia-d-Opera-Italiana-Orchestra-Antonello-Gotta-Giorgio-Casciarri-Marco-Pauluzzo-and-Paolo-Lovera,La traviata: Libiamo nei lieti calici,,The Village • S1E913 May 20190
Compagnia-d-Opera-Italiana-Orchestra-Antonello-Gotta-Giorgio-Casciarri-Marco-Pauluzzo-and-Paolo-Lovera,Rigoletto: La donna è mobile,"0:14Caitlin and Cisco invite Sherloque to their Thanksgiving dinner, as he's working on a painting.",The Flash • S5E726 Nov 20180
Compagnia-d-Opera-Italiana-Orchestra-Antonello-Gotta-Giorgio-Casciarri-Marco-Pauluzzo-and-Paolo-Lovera,Pagliacci: Recitar… Vesti La Giubba,,Gotham • S4E626 Oct 20170
Compagnia-d-Opera-Italiana-Orchestra-Antonello-Gotta-Giorgio-Casciarri-Marco-Pauluzzo-and-Paolo-Lovera,Carmen: L'amour Est Un Oiseau Rebelle (Habanera),0:33Preparations are made for the party; Red phones various associates to invite them to his party; Dale works on the painting.,The Blacklist • S5E23 Oct 20170
Compagnia-d-Opera-Italiana-Orchestra-Antonello-Gotta-Giorgio-Casciarri-Marco-Pauluzzo-and-Paolo-Lovera,The Marriage of Figaro (Le Nozze Di Figaro): Voi Che Sapete,0:53Taystee finds Yoga Jones and Judy in their private room.,Orange is the New Black • S4E216 Jun 20160
Billie-Eilish,No Time To Die,0:31end credits,No Time to Die9 Apr 20203
Billie-Eilish,ocean eyes,,Devs • S1E525 Mar 20200
Billie-Eilish,you should see me in a crown,,The Bold Type • S4E412 Feb 20200
Billie-Eilish,you should see me in a crown,0:45Final song as Lucas puts the crown on.,Locke & Key • S1E96 Feb 20202
Billie-Eilish,When I Was Older,"0:58Loretta tests whether she can control Piper remotely, after confirming Jo and Benny used her syringe on Helen.",Emergence • S1E1327 Jan 20200
Billie-Eilish,bad guy,,The Bold Type • S4E122 Jan 20201
Billie-Eilish,everything i wanted,0:18Mina brings Michelle to the hospital for Aduku; Aduku holds Michelle for the first time; Nic drives her father home.,The Resident • S3E1320 Jan 20200
Billie-Eilish,ilomilo,,The L Word: Generation Q • S1E428 Dec 20190
Billie-Eilish,"New York, New York",,The Morning Show • S1E912 Dec 20190
Billie-Eilish,bad guy,Song from the Bombshell trailer.,Bombshell12 Dec 20191
Billie-Eilish,all the good girls go to hell,,Dickinson • S1E1031 Oct 20191
Billie-Eilish,bury a friend,,Dickinson • S1E131 Oct 20191
Billie-Eilish,i love you,,Baby • S2E117 Oct 20190
Billie-Eilish,when the party's over,,Baby • S2E317 Oct 20191
Billie-Eilish,COPYCAT,"0:04Montage as Archie, Veronica, Betty and Jughead part-ways and head off to kissing sessions. ",Riverdale • S4E215 Oct 20190
Billie-Eilish,you should see me in a crown,,Impulse • S2E215 Oct 20190
Billie-Eilish,when the party's over,"0:54(Flashback) Jacob cries when Kate finds him, he tells her that bone fragments of Beth and that the search is over, she pleads with him not to stop looking; Kate asks Sophie if she happy in her marriage. ",Batwoman • S1E212 Oct 20192
Billie-Eilish,bad guy,,Insatiable • S2E1010 Oct 20190
Billie-Eilish,you should see me in a crown,0:58Piper uses a box cutter to remove a microchip from behind her ear.,Emergence • S1E123 Sep 20190
Billie-Eilish,bury a friend,0:23Veronica dreams of having sex with Leo.,Veronica Mars • S4E718 Jul 20190
Billie-Eilish,bad guy,0:46Nicole watches Veronica and Leo dance.,Veronica Mars • S4E618 Jul 20190
Billie-Eilish,you should see me in a crown,,Euphoria • S1E513 Jul 20190
Billie-Eilish,bad guy,1:24End credits song.,Brightburn23 May 20191
Billie-Eilish,my boy,"0:16Mona asks Mason his opinion on her dress, then she notices that Claire is calling him and distracts him with a kiss; Dylan and Andrew kiss in bed, then discuss their future.",Pretty Little Liars: The Perfectionists • S1E914 May 20190
Billie-Eilish,when the party's over,"0:34Archie and Veronica declare their love for each other, the he vows she's not going to die.",Riverdale • S3E2214 May 20190
Billie-Eilish,when the party's over,,The Resident • S2E235 May 20190
Billie-Eilish,lovely,0:08Magnus reminisces about Alec taking him to place a padlock in honor of their love; Magnus removes the padlock and destroys it.,Shadowhunters • S3E1921 Apr 20191
Billie-Eilish,when the party's over,0:08Monse asks Ceaser if he loved her when he did it.,On My Block • S2E1028 Mar 20190
Billie-Eilish,you should see me in a crown,,Hanna • S1E628 Mar 20190
Billie-Eilish,Bellyache,,Hanna • S1E227 Mar 20190
Billie-Eilish,lovely,0:02Ava cries while reminiscing about her time with Nolan.,Pretty Little Liars: The Perfectionists • S1E226 Mar 20192
Billie-Eilish,lovely,"0:54Billy reads Spencer's essay; Layla works on a new song; Olivia shows her mom her essay; Coop asks Ray about his time in prison, then he gives her a warning; Grace and Spencer arrive home to find Cory waiting for them.",All American • S1E1326 Feb 20190
Billie-Eilish,Copycat,,Good Trouble • S1E611 Feb 20190
Billie-Eilish,Ocean Eyes,,Broad City • S5E123 Jan 20190
Billie-Eilish,you should see me in a crown,"0:23The lead Church Of Gibborim van starts driving by itself; Geoffrey and Alex work together to take out the secrurity at the building site, then the Runaways sneak in as Gert takes position as lookout.",Runaways • S2E720 Dec 20180
Billie-Eilish,lovely,"0:01The Midnighters attend a memorial service for Creek, then go to the bar and make a toast to her.","Midnight, Texas • S2E713 Dec 20181"
Billie-Eilish,lovely,"0:01Hope talks about the tradition of writing letters to dead loved ones; Raf's resurrected girlfriend, Cassie, walks into the school.",Legacies • S1E712 Dec 20187
Billie-Eilish,you should see me in a crown,"0:38Penelope offers her blood to MG, but Josie interrupts them.",Legacies • S1E124 Oct 20184
Billie-Eilish,you should see me in a crown,0:01Montage of the press trying to find out information about the Carringtons; Fallon and Michael shower together.,Dynasty • S2E111 Oct 20180
Billie-Eilish,Ocean Eyes,Starr and her boyfriend kiss,The Hate U Give4 Oct 20183
Billie-Eilish,lovely,Clay finishes his tattoo. ,13 Reasons Why • S2E1317 May 20186
Billie-Eilish,my boy,"0:29Heidi enters the boat shed and looks through Simon's stuff, until Raphael arrives.",Shadowhunters • S3E49 Apr 20182
Billie-Eilish,idontwannabeyouanymore,0:01Stella has a bath; montage of Stella and Wes barely spending time together.,Life Sentence • S1E53 Apr 20180
Billie-Eilish,Ocean Eyes,First song as Emily is drawing.,High Maintenance • S2E71 Mar 20181
Billie-Eilish,Ocean Eyes (Blackbear Remix),"0:30Gert pulls Chase into an empty room for a dance, where they end up kissing; the rest of the Runaways wonder why Chase and Gert haven't joined them, the Karolina and Nico head in to look for them; Karolina kisses Nico.",Runaways • S1E91 Jan 20181
Billie-Eilish,Ocean Eyes,"Maddy and Rose, the nurse's daughter, are sitting on Maddy's window seal ,looking out the window, and talking about Olly.","Everything, Everything18 May 201710"
Billie-Eilish,Six Feet Under,0:56,The Originals • S4E811 May 20178
Billie-Eilish,She's Broken,"0:11At The Brew, Ezra fills Aria in on how Nicole ended up at his apartment and says that she knows about their engagement; Ezra assures Aria that Nicole's return has no impact on their plans.",Pretty Little Liars • S7E148 May 20172
Billie-Eilish,Six Feet Under,"0:50Caroline watches as Stefan resuscitates, then he informs her he doesn't want to quit working for Cade in a year; Caroline gives back Stefan's ring and tells him to stay away from her until he remembers what happiness is.",The Vampire Diaries • S8E919 Jan 20175
Billie-Eilish,Six Feet Under,"0:58Kennedy collapses to her floor in tears; Barton finds the Kappa Alpha Omega warning board and phones Harris; Jules shows up at Ophelia's door and asks if she can stay with her for awhile.
",Sweet/Vicious • S1E62 Jan 20171
Billie-Eilish,Fingers Crossed ,"0:13Spencer informs Caleb that Toby and Yvonne are engaged, then comments on how things have changed between them since Hanna disappeared; Caleb admits to having kissed Hanna.",Pretty Little Liars • S7E34 Jul 20161
Billie-Eilish,Six Feet Under,"0:08Caleb suggests to Spencer they need to get some sleep, then they talk about what happened to Hanna.",Pretty Little Liars • S7E227 Jun 20162
Wilsen,Final,0:33Piper and Taystee reflect.,Orange is the New Black • S6E1326 Jul 20180
Wilsen,Dusk,"0:46After placing her order at The Brew, Emily walks over to Sabrina and asks her on another date; Emily spots Sarah hanging out with Jenna.",Pretty Little Liars • S7E518 Jul 20160
Wilsen,Go Try,0:14Lucas asks Hanna if she got the package he sent about investing in her own design studio.,Pretty Little Liars • S7E227 Jun 20160
The-Suburbs,Love Is the Law,"0:03The counselors arrive at Camp Stillwater; the new camp director, Deb, welcomes the group.",Dead Of Summer • S1E127 Jun 20160
Andy-Hull-and-Robert-McDowell,Finale,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Cotton Eye Joe (feat. Daniel Radcliffe),,Swiss Army Man23 Jun 20162
Andy-Hull-and-Robert-McDowell,Intro Song (feat. Paul Dano),,Swiss Army Man23 Jun 20161
Andy-Hull-and-Robert-McDowell,Where Did You Come From? (feat. Paul Dano),,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Cave Ballad (feat. Paul Dano),,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Hank Drinks,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,History of the Universe (feat. Daniel Radcliffe),,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Fetishes (feat. Daniel Radcliffe),,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,When I Think About Mom (feat. Paul Dano and Daniel Radcliffe),,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Don't Overthink Things,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Loved Back to Life,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Talk to Her (feat. Paul Dano and Daniel Radcliffe),,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Love Love (Manny's Song) [feat. Daniel Radcliffe],,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Montage (feat. Paul Dano and Daniel Radcliffe),,Swiss Army Man23 Jun 20162
Andy-Hull-and-Robert-McDowell,Underwater,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,River Rocket (feat. Paul Dano and Daniel Radcliffe),,Swiss Army Man23 Jun 20161
Andy-Hull-and-Robert-McDowell,Liar,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,The Big Raccoon,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Treetops (feat. Daniel Radcliffe),,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Goodbye / Hello (feat. Paul Dano and Daniel Radcliffe),,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Don't Tell Sarah,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Run Down the Mountain,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Jurassic Park (feat. Daniel Radcliffe),0:48Hank dresses up as Sarah and tries to explain to Manny how Sarah looks like.,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,A Better Way,,Swiss Army Man23 Jun 20161
Andy-Hull-and-Robert-McDowell,Intro Song (feat. Paul Dano),"0:01Before Hank hangs himself, he sees Manny on shore. Hank starts to sing as he approachs the dead body. The body starts farting and Hank sees this as an opportinity to use him as a boat.",Swiss Army Man23 Jun 20162
Andy-Hull-and-Robert-McDowell,Where Did You Come From? (feat. Paul Dano),"0:11Hank and Manny arrive at shore, Hank carries Manny as he shouts for help.",Swiss Army Man23 Jun 20161
Andy-Hull-and-Robert-McDowell,Montage (feat. Paul Dano and Daniel Radcliffe),0:51Hank and Manny sing and dance as they try to find their way home.,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,A Better Way,,Swiss Army Man23 Jun 20161
Andy-Hull-and-Robert-McDowell,River Rocket (feat. Paul Dano and Daniel Radcliffe),1:02Manny farts up into the air with Hank on his shoulders.,Swiss Army Man23 Jun 20161
Andy-Hull-and-Robert-McDowell,Cave Ballad (feat. Paul Dano),"0:16Inside a cave, Hank sings a ballad his mother used to sing when he was little.",Swiss Army Man23 Jun 20161
Andy-Hull-and-Robert-McDowell,Don't Tell Sarah,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Liar,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Hank Drinks,"0:19Manny starts spewing water from his mouth, Hank uses a plastic cup from the floor to drink the water.",Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,When I Think About Mom (feat. Paul Dano and Daniel Radcliffe),0:36Hank explains masturbation to Manny.,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Finale,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,The Big Raccoon,1:08Manny spots a brown bear eating their food.,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Goodbye / Hello (feat. Paul Dano and Daniel Radcliffe),,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Underwater,1:01Hank and Manny kiss underwater.,Swiss Army Man23 Jun 20161
Andy-Hull-and-Robert-McDowell,Loved Back to Life,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,History of the Universe (feat. Daniel Radcliffe),0:25Hank uses pieces of trash from the cave to show Manny the history of universe.,Swiss Army Man23 Jun 20161
Andy-Hull-and-Robert-McDowell,Talk to Her (feat. Paul Dano and Daniel Radcliffe),,Swiss Army Man23 Jun 20161
Andy-Hull-and-Robert-McDowell,Run Down the Mountain,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Don't Overthink Things,,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Fetishes (feat. Daniel Radcliffe),0:33Hank explains the types of fetishes that men like in order to get turned on.,Swiss Army Man23 Jun 20160
Andy-Hull-and-Robert-McDowell,Treetops (feat. Daniel Radcliffe),"1:11At the treetops, Manny starts putting sad memories inside Hank's head.",Swiss Army Man23 Jun 20160
WILDES,Circles,0:19Judge Wilson and Callie arrive Tate's apartment where Tate died to view his body; (flashback) Wilson gets the call that Tate has died; (flashback) Wilson and Tate fight.,Good Trouble • S2E1114 Jan 20200
WILDES,Circles,"Andrew tells Claire that Luca is gone as well as the drugs; Morgan comments on how Kerry is a real Wonder Woman; Neil tells Claire she shouldn't lose her trust in people just because one person let her down; Carly tells Shaun that she uncomfortable with living with Lea, he tells her that he'll move out and that he love's her.",The Good Doctor • S3E1112 Jan 20201
WILDES,"Don't Think Twice, It's All Right","0:02Ryan assures Jo that they'll find Piper; Jo searches on her computer, then consoles Mia.",Emergence • S1E106 Jan 20200
WILDES,True Love,0:07Stef drops some things off at Davia's room then they begin to talk about Dennis and getting him professional help.,Good Trouble • S2E1015 Dec 20190
WILDES,Illuminate,0:49Chase holds Gert and assures her it will be okay; Old Lace escapes.,Runaways • S3E912 Dec 20190
WILDES,Ghost,1:00Harvey reads over Donna resignation letter; Donna leaves the building; Harvey hails a cab.,Suits • S7E1310 Apr 20182
WILDES,Ghost,"0:47Robert admits to treating Kathyrn poorly; ""Why did you put me on the list?""",The Royals • S4E110 Mar 20181
WILDES,Bare,0:54,The Originals • S4E116 Mar 20172
WILDES,Bare,,The Arrangement • S1E14 Mar 20170
WILDES,Bare,0:48Claude and Luc are married; flower petals are tossed at the couple as they exit the chapel.,Reign • S4E42 Mar 20179
WILDES,Bare,,Shooter • S1E99 Jan 20178
WILDES,Illuminate,"0:32Music after Letty sleeps with Sean. He leaves after telling her, she was better in his memory.",Good Behavior • S1E92 Jan 20172
WILDES,Bare,"0:18""I could never forget the Pub Princess""; flashback to the darts bet.",The Royals • S3E317 Dec 20161
WILDES,Bare,"0:45Ophelia climbs in Jules' window, returns her money, then gives her a file on a potential target.",Sweet/Vicious • S1E221 Nov 20162
WILDES,Bare,,Suits • S6E1013 Sep 20165
WILDES,Illuminate,"0:11Emma arrives at The Grindhouse for her shift, then tells Eli she's mad at Kieran for talking to the Sheriff about her.",Scream: The TV Series • S2E711 Jul 20162
WILDES,Bare,0:36The students are finally released; Emma is questioned about her smashing the office window; Kieran apologizes to Emma for telling the Sheriff about Jake's phone; Audrey offers to replace Stavos' tablet; Noah pockets Audrey's phone; Brooke goes into the school pool and scream underwater.,Scream: The TV Series • S2E527 Jun 20162
WILDES,Bare,,Guilt • S1E219 Jun 20160
Steelshine,Rock N Roll Made A Man Out Of Me,,Crawl11 Jul 20190
Steelshine,Rock 'N' Roll Made a Man Out of Me,0:45Maritza cranks the radio so the car salesman will stop asking Edward questions.,Orange is the New Black • S4E516 Jun 20160
Joel-Grey-Jill-Haworth-and-Cabaret-Ensemble,Don't Tell Mama,,High Maintenance • S3E916 Mar 20190
Joel-Grey-Jill-Haworth-and-Cabaret-Ensemble,Tomorrow Belongs To Me,"0:56After Piper's speech all of the inmates begin to shout ""White Lives Matter""; Credits.",Orange is the New Black • S4E516 Jun 20160
Deerhunter,He Would Have Laughed,,The Politician • S1E826 Sep 20190
Deerhunter,Living My Life,,Crashing • S1E625 Mar 20170
Deerhunter,Breaker,0:26Lolly strikes out from her makeshift home for the day bringing coffee to all of her friends.,Orange is the New Black • S4E716 Jun 20160
Deerhunter,Snakeskin,0:10Phil shows off his new pantsuit.,Animals • S1E54 Mar 20160
Deerhunter,Nothing Ever Happened,1:13Sean and his friend arrive at Jody Freedman's party.,Boy Wonder11 Aug 20101
Deerhunter,Fountain Stairs,,How to Make It in America31 Jan 20100
Ace-Geo,Dead (feat. FS),0:52Piper talks to Gina as she DJs; Piper apologizes to Hapakuka and they talk outside; Piper gets kidnapped by the Dominican girls.,Orange is the New Black • S4E716 Jun 20160
Izabo,Cook Me,0:56Credits.,Orange is the New Black • S4E716 Jun 20160
Jimmy-Justice,Lighted Windows,0:57Credits.,Orange is the New Black • S4E816 Jun 20160
The-Bug-and-Earth,Cold,,Shameless • S10E1118 Jan 20200
The-Bug-and-Earth,Snakes vs. Rats,,Shameless • S10E1118 Jan 20200
The-Bug-and-Earth,Angry (feat. Tippa Irie),,Work in Progress • S1E428 Dec 20190
The-Bug-and-Earth,Fuck You (feat. Warrior Queen),0:55Blanca waves to the COs during her punishment of having to stand on the table; credits.,Orange is the New Black • S4E916 Jun 20160
The-Bug-and-Earth,Fall (feat. copeland),,Marcella • S1E13 Apr 20160
Jonathan-Rado,Hand in Mine,0:58Leon throws up after finding Aydin's hand in the garden; credits.,Orange is the New Black • S4E1016 Jun 20160
Deqn-Sue,Bloody Monster,0:58Credits.,Orange is the New Black • S4E1116 Jun 20160
Corrina-Repp,Lightest Light,,Better Things • S3E420 Mar 20190
Corrina-Repp,Blue Moon,,Better Things • S3E26 Mar 20190
Corrina-Repp,Release Me,,Better Things • S2E220 Sep 20171
Corrina-Repp,The Pattern of Electricity,,Orange is the New Black • S4E1216 Jun 20160
Corrina-Repp,Release Me,0:58Taystee cried over Poussey's body; Credits.,Orange is the New Black • S4E1216 Jun 20160
Two-Dollar-Pistols,Runnin' with the Fools,0:12Dixon tells Baxter it wasn't his fault as he drives him home.,Orange is the New Black • S4E1316 Jun 20161
Saun-and-Starr,Big Wheel,,Queen Sugar • S1E1115 Nov 20160
Saun-and-Starr,Sunshine (You're Blowin' My Cool),,Bloodline • S2E126 May 20163
Jesus-Sons,Born to Lose,,Roadies • S1E416 Jul 20160
Jesus-Sons,Let's Ride,,Bloodline • S2E126 May 20161
Slim-and-His-Heartbreakers,Darling Remember (With Heartbreakers),BBQ restaurant as the political rally unfolds.,This is Us • S3E522 Oct 20180
Slim-and-His-Heartbreakers,Darling Remember (With Heartbreakers),0:15Nate takes Amaya to a club so that she can find her music and to listen to Elvis sing while returning his guitar.,Legends Of Tomorrow • S3E1411 Mar 20181
Slim-and-His-Heartbreakers,Darling Remember (With Heartbreakers),,Bloodline • S2E226 May 20160
Black-River-Delta,Follow You Down,0:11TJ pulls up outside a rundown building to pick-up Marcus.,Scream: The TV Series • S3E17 Jul 20190
Black-River-Delta,Neon Truck Stop Sign,0:17Lucifer realizes what he's missing and designates Dan to be 'Lucifer' to his 'Chloe; the pair head into an illegal gambling den.,Lucifer • S3E2229 Apr 20180
Black-River-Delta,Better Man,0:21Dan attempts to channel Lucifer when confronted by a guy in the gambling den.,Lucifer • S3E2229 Apr 20180
Black-River-Delta,Neon Truck Stop Sign ,"0:57Kara brings Maggie chicken-wings, then begin a conversation on Maggie recent mood.",Supergirl • S3E134 Feb 20180
