artist,song_title,use,show
BenLaVain,Loco,Liam asks about Naomi's day.,90210 • S1E2127 Apr 20090
The-Airlines,S.A.T.U.R.D.A.Y.,Naomi finds her car boxed in at school.,90210 • S1E224 May 20090
Right-Said-Fred,I'm Too Sexy,0:28Tiger performs; [1:21] repeats after Tiger is unmasked.,The Masked Singer • S3E1031 Mar 20200
Right-Said-Fred,I'm Too Sexy,,The Angry Birds Movie 213 Aug 20190
Right-Said-Fred,I'm Too Sexy,,The Do Over25 May 20160
Right-Said-Fred,I'm Too Sexy,Dean's karaoke performance is booed by the crowd.,Supernatural • S10E17 Oct 20140
Right-Said-Fred,I'm Too Sexy,Toliet paper wedding dresses.,90210 • S1E224 May 20090
Will-Dailey,You're So Cold,Dixon & Liam console Navid over the breakup.,90210 • S2E612 Oct 20090
Will-Dailey,Keep You A Mystery,Ryan cooks for Jen.,90210 • S1E224 May 20090
Will-Dailey,Never Be Your Baby,Naomi & Annie shop.,90210 • S1E1010 Nov 20080
Will-Dailey,Peace Of Mind,Ethan apologizes & gives Annie a gift; Jason & Naomi see Ethan & Annie kiss.,90210 • S1E1010 Nov 20080
Will-Dailey,Rise,Maggie & Eli talk about the win & the future.,Eli Stone • S1E1110 Apr 20080
Will-Dailey,Grand Opening,,Gossip Girl • S1E928 Nov 20070
Will-Dailey,Hollywood Hills,,The Hills • S3E717 Sep 20070
Will-Dailey,Grand Opening,,Jericho • S1E1129 Nov 20060
Effcee,Damaged Girl,Annie runs into LIam bringing Dixon home.,90210 • S1E224 May 20090
Monkey,Heavenly Peach Banquet,Silver's dream; Silver faces the gossip at school.,90210 • S1E2127 Apr 20090
Nico-Stai,The Song of Shine and Shame,,Sweetbitter • S2E213 Jul 20190
Nico-Stai,The Skies Over Your Head,Aria & Holden work out the details of their date cover story as her dad runs an errand.,Pretty Little Liars • S2E1830 Jan 20120
Nico-Stai,The Bottom Of The Ocean,Sarah tells Chuck she's going undercover at Volkoff Industries.,Chuck • S4E1117 Jan 20110
Nico-Stai,Miss Friday,Sarah sniffs Chuck's shirt & finds a note in the pocket; Morgan checks on Sarah & ends up revealing that the note Sarah found is Chuck's plan for proposing to her; repeats as Sarah tells Chuck she wants to marry him; Chuck wakes up.,Chuck • S4E922 Nov 20100
Nico-Stai,One October Song,Shaw shoots Chuck's dad.,Chuck • S3E1824 May 20100
Nico-Stai,The Skies Over Your Head,Pete gives May & Henry an option to help with her allergy; Esua sees his baby; Sam tells Addison she can't expect him to wait for her.,Private Practice • S3E164 Mar 20100
Nico-Stai,Silent Night,Nate & Dan talk about Vanessa; Vanessa & Willa invite Dan for a weekend getaway.,Gossip Girl • S3E127 Dec 20090
Nico-Stai,Maybe Maybe,Adrianna tells Navid she's not ready to raise a baby.,90210 • S1E224 May 20090
Nico-Stai,Panic And The Should Attacks,Tess pleads with Addison to try the surgery again; Violet warns the judge about Hal.,Private Practice • S2E726 Nov 20080
Nico-Stai,Maybe Maybe,Addison works to save Molly's baby; Violet gets an update from Charlotte; Naomi thanks Addison.,Private Practice • S2E11 Oct 20080
The-Breakups,Tissue Sample,Nate meets Dan at the coffee shop & they talk about Vanessa.,Gossip Girl • S3E138 Mar 20100
The-Breakups,After The Fact,After-prom party video.,90210 • S1E2311 May 20090
The-Breakups,Let's See What Happens,Brooke aruges with her double; Nate phones Haley to say he's starting next game; Lauren arrives at Dan's.,One Tree Hill • S6E162 Feb 20090
Karuna,Choose You,Harry advises Kelly; Navid starts a fight with Ty.,90210 • S1E2311 May 20090
The-Boat-People,Panic,"Naomi spreads news of her party; Dixon, Ethan & Silver search for their limo.",90210 • S1E2418 May 20090
Vi-ft-Bradd-Young,Magic,Dixon & Navid arrive at the beach.,90210 • S2E17 Sep 20090
Shawn-Anthony,Back Home,,Ballers • S2E917 Sep 20160
Shawn-Anthony,No Other,,Ballers • S1E625 Jul 20150
Shawn-Anthony,It's A Feast,Navid drives by with stereo blaring as Annie runs after Liam to beg for a ride downtown.,90210 • S3E112 Sep 20100
Shawn-Anthony,Yes No,,How to Make It in America31 Jan 20100
Shawn-Anthony,Good Stuff,Naomi spots Jason at the club.,90210 • S2E17 Sep 20090
Sliimy,Wake Up,Naomi & Adrianna discuss Teddy.,90210 • S2E17 Sep 20090
Khamelien,Never Say Never,Dixon asks Teddy if he's seen Silver.,90210 • S2E17 Sep 20090
K-naan-ft-Adam-Levine,Bang Bang,"April gets Alex to help her get the patient into the ambulance, then arrives at the hospital; Owen announces that April & her team won.",Grey's Anatomy • S7E74 Nov 20100
K-naan-ft-Adam-Levine,Bang Bang,Annie tries to keep the party under control; Dixon & Ethan talk about Silver.,90210 • S1E2418 May 20090
Koop,Koop Island Blues,Teddy & Adrianna dance as Naomi & Navid watch.,90210 • S2E17 Sep 20090
Koop,Koop Island Blues,0:11Walt and Elliot reminisce about their college day’s as they drink wine.,Breaking Bad • S1E523 Feb 20080
Koop,Come To Me,Izzie discovers that Alex is moving into George's room; opening montage.,Grey's Anatomy • S3E1815 Mar 20071
Sheer-K,In This Life,Teddy explains about the cabana to Mrs. Epstein.,90210 • S2E17 Sep 20090
Joy-Williams,(There's No Place Like) Home for the Holidays,,Bad Santa 222 Nov 20160
Joy-Williams,(There's No Place Like) Home for the Holidays,,Bad Santa 222 Nov 20160
Joy-Williams,Until the Levee,0:38The group negotiates a truce with Lily and evacuates Mystic Falls.,The Vampire Diaries • S7E17 Oct 20150
Joy-Williams,Ordinary World,Stephanie asks Bailey what to do with the consent forms for Braeden's surgery; Cristina informs John & Sabine that Frankie died.,Grey's Anatomy • S10E2124 Apr 20140
Joy-Williams,Tightrope,"Juliet arrives at the hospital & Bridget tells Juliet how Andrew saved her life; while in bed with Siobhan, Henry gets a call from Juliet about Andrew; Victor contemplates the tarot card the shooter dropped.",Ringer • S1E1820 Mar 20120
Joy-Williams,Tightrope,Mouth & Millie talk about the problems with Clothes Over Bros; Victoria tells Brooke she lied to the investors because she believed in her.,One Tree Hill • S8E221 Sep 20101
Joy-Williams,Charmed Life,Hanna & her mom get ready to go out; Tom arrives to take Hanna to dinner.,Pretty Little Liars • S1E429 Jun 20100
Joy-Williams,One Of Those Days,Ella shows Jonah his new office at WPK; Riley kills time at the apartment.,Melrose Place • S1E111 Dec 20090
Joy-Williams,Sunny Day,"Jonah makes mojitos for Riley, Lauren & Ella.",Melrose Place • S1E1017 Nov 20090
Joy-Williams,Sunny Day,Meredith runs into Dr. Singer & Izzie; Izzie asks Derek to treat Dr. Singer; Cristina ignores the kiss she had with Jackson; Owen shares a surprise with Jackson & Cristina.,Grey's Anatomy • S6E912 Nov 20090
Joy-Williams,Speaking A Dead Language,Cristina orders Lexie to be Clara's friend; Bailey asks the transplants teams who George's organs will go to.,Grey's Anatomy • S6E124 Sep 20094
Joy-Williams,Sunny Day,The new school year starts.,90210 • S2E17 Sep 20090
Joy-Williams,Charmed Life,Derek tells Meredith he knows how to remove Izzie's tumor; Izzie introduces Alex to her 'patient friends'.,Grey's Anatomy • S5E2314 May 20091
Asher-Roth-feat-Busta-Rhymes,Lion's Roar,Annie arrives at school.,90210 • S2E17 Sep 20090
Steve-Goomas-and-Doug-Perkins,JoAnne,Adrianna asks Teddy to do an interview for The Blaze.,90210 • S2E214 Sep 20090
Aya,45 Parade Place,Jen has a massage as Naomi asks her about Ryan.,90210 • S2E214 Sep 20090
Bel-Biv-Devoe,Poison,Dixon & the guys plot to keep Silver & Sasha from meeting; Dixon & Sasha talk.,90210 • S2E321 Sep 20090
Cool-Kids,Bassment Party,Sasha talks Dixon through DJ-ing; Annie gets Mark to expose Naomi's lie to Silver.,90210 • S2E321 Sep 20090
Kite-In-The-Air,Stretch It On,Dixon gets a call from Adrianna saying she can't make the meeting; the record executive tells Dixon that Adrianna has a reputation for being unreliable.,90210 • S4E1812 Mar 20120
Kite-In-The-Air,Pinned Down,Dixon & Navid accompany Liam to the poker game.,90210 • S4E87 Nov 20110
Kite-In-The-Air,What I Can Be,Silver confronts Navid about the money she found; Teddy's uncle tells him he's fine with whatever decision Teddy makes.,90210 • S4E510 Oct 20110
Kite-In-The-Air,Filed Away,Mr. Phillips accuses of Naomi cheating on her history paper; Raj introduces Ivy to Kristi and suggests they have a threesome.,90210 • S3E218 May 20110
Kite-In-The-Air,Take It Or Leave It,The guys tease Dixon about Harper; Silver asks Navid if he kissed Adrianna.,90210 • S3E218 May 20111
Kite-In-The-Air,Magic Marker,"Liam pretends to be Laura boyfriend after she spots her ex, Dax, at the beach; Silver drags Navid off for a walk on the beach.",90210 • S3E1028 Nov 20100
Kite-In-The-Air,The Plan,Dixon finds Silver & Sasha chatting.,90210 • S2E321 Sep 20090
Speck-Mountain,Girl Out West,Annie & Jasper chat while star gazing.,90210 • S2E428 Sep 20090
Scanners,One Problem Always Changes To Another,"Oliver shows McKenna around the club, then asks her if she'll be his date for the club opening.",Arrow • S1E1719 Mar 20130
Scanners,Sick Love,,Shameless • S1E1226 Mar 20110
Scanners,Baby Blue,,Shameless • S1E95 Mar 20110
Scanners,Salvation,Serena & Nate fool around; Dan & Vanessa spend an awkward morning together; repeats as Dan confronts Vanessa about the internship in Haiti she applied for; Blair advises Chuck he should go see Lily;Â  Holland tells Serena about her & Rufus; Serena tells her dad to fight for Lily; Blair warns off the Columbia girls; Jenny calls Chuck about Lily's medicine; Serena intercepts Rufus' phone call as William talks with Lily & Eric.,Gossip Girl • S3E203 May 20100
Scanners,Lowlife,Jen & Ryan share a bottle of champagne; Liam plays the recording he made of Jen.,90210 • S2E428 Sep 20090
Scanners,Raw,Elevator tussle.,Life • S2E1818 Mar 20090
Scanners,In My Dreams,Brooke & Peyton research Ian's life; Dan prepares to take action.,One Tree Hill • S4E1816 May 20070
Ghostland-Observatory,Mama,"0:01Opening credits; Matty, Chuck and Jim practice prepping the machine.",Synchronicity21 Jan 20161
Ghostland-Observatory,Sad Sad City,,UnReal • S1E27 Jun 20150
Ghostland-Observatory,Sad Sad City,Addison tries to explain to her therapist why sex is so good with Sam; Amelia tells her AA group she's having problems staying sober.,Private Practice • S5E313 Oct 20110
Ghostland-Observatory,Sad Sad City,Dixon & Liam arrive for The Script show and run into Sasha.,90210 • S2E55 Oct 20090
Lightning-Dust,When It Rains,0:57Ben joins Tuck and Joey in their game of basketball; Maya asks Carina if she could take some days off; Dean watches Victoria play with Pru; Andy tangos with Sullivan; Emmett shows up at Travis' apartment.,Station 19 • S3E1025 Mar 20200
Lightning-Dust,Diamond,"Teri drags Roman the pool, where students are watching Sophia do swim lengths.",Star-Crossed • S1E410 Mar 20140
Lightning-Dust,Listened On,Liam deletes the recording; Sasha & Dixon have sex; Adrianna tells Silver that Jackie has cancer.,90210 • S2E55 Oct 20090
Sheer-K,Random Fiction Xperience,ILam has dinner with his mom & stepdad.,90210 • S2E428 Sep 20090
Cranberries,Dreams,Adrianna & Teddy hang out at the beach.,90210 • S2E612 Oct 20090
Kite,Driving 40,A drunk Harry spills all his problems to Ryan.,90210 • S2E612 Oct 20090
Mason-Brothers,Falling Together,,Shameless • S5E87 Mar 20150
Mason-Brothers,Round and Round,Mark & Annie picnic on the beach.,90210 • S2E612 Oct 20090
Adele-and-The-Raconteurs,Many Shades Of Black,Pete brings Addison her panties; Charlotte asks if Violet has returned; Sam arrives at the office.,Private Practice • S3E164 Mar 20100
Adele-and-The-Raconteurs,Many Shades of Black,Dixon goes to Sasha's place; Jasper vandalizes Mark's car; Silver moves back in with her mom; Navid rejects Adrianna's overtures.,90210 • S2E612 Oct 20090
Major-Lazer-ft-Mr-Lex-and-Santigold,Hold The Line,Liam runs into Ivy at the party; Liam vs Ivy.,90210 • S2E719 Oct 20090
The-Blakes,Don't Bother Me,Ivy gives Liam the surf board prize; Naomi sees Liam talking with Ivy.,90210 • S2E719 Oct 20090
The-Blakes,Modern Man,Whitney & Samantha talk about the guys.,The City • S1E1719 Oct 20090
The-Blakes,Lintwalk,,The Hills • S3E717 Sep 20070
The-Blakes,Lie Next To Me,,The Hills • S3E53 Sep 20070
The-Blakes,Modern Man,,The Hills • S3E213 Aug 20070
Matt-Martino,The Other Side,Jen shows Ryan all her new camping gear.,90210 • S2E1016 Nov 20090
Matt-Martino,Naturally,Jen visits the bar where Ramona works.,90210 • S2E82 Nov 20090
Wale-feat-Lady-Gaga,Chillin',Navid talks with some girls; Teddy chats with Silver at the bar; Adrianna arrives at the party.,90210 • S2E82 Nov 20090
Grand-Analog,Quiet Life (feat. Steven Mulcare),,Wu Assassins • S1E17 Aug 20190
Grand-Analog,Sugar Baby (feat. Steven Mulcare),,Dynasty • S2E1718 Apr 20190
Grand-Analog,The Great Rhyme Dropper,Alec plays video games while helping Kiera search for the DNA profile match.,Continuum • S1E310 Jun 20120
Grand-Analog,Her Daddy (Don't Like Me),"Dixon makes plans to go to a Halloween party with the guys, then Sasha phones & tells him she wants to see him.",90210 • S2E719 Oct 20090
Alt-Human,Last Bus (Disko Grunge Remix),Ryan confronts Liam about hitting on Jen.,90210 • S2E82 Nov 20090
Shake,Princes & Kings,Naomi tries to get Silver to rethink having the party; Teddy asks Silver about the origins of the half-birthday.,90210 • S2E99 Nov 20090
Marie-Digby,Feel,Audrina tells Lo she needs to get closure with Justin.,The Hills • S5E201 Dec 20090
Marie-Digby,Love With A Stranger,Annie rehearses with Jasper for her audition.,90210 • S2E99 Nov 20090
Marie-Digby,Breathing Underwater,Rusty & Jordan discuss her father as they return to her dorm room & kiss.,Greek • S3E27 Sep 20090
Marie-Digby,Avalanche,Heidi &amp; Steph recap the fight.,The Hills • S5E313 Apr 20090
Marie-Digby,Breathing Underwater,Olivia & Whitney work on their presentation.,The City • S1E128 Mar 20090
Marie-Digby,Better Off Alone,"Performed as Casey, Frannie & Ashleigh celebrate Casey's practice LSAT score; Casey tells Evan about her score.",Greek • S1E212 Jun 20080
Marie-Digby,Fool,Casey asked Asheigh how she didn't make her study hours.,Greek • S1E1919 May 20080
Marie-Digby,Beauty In Walking Away,Whitney says goodbye to Lauren at Teen Vogue.,The Hills • S3E2031 Mar 20080
Marie-Digby,Fool,Heidi finds Spencer waiting at her parents' house.,The Hills • S3E1924 Mar 20080
Marie-Digby,Say It Again,Kara listens to 'one of her favorite songs' as Lex joins her.,Smallville • S7E1214 Feb 20080
Marie-Digby,Spell,Lana &amp; Clark talk about trust &amp; changes.,Smallville • S7E78 Nov 20070
Marie-Digby,Stupid For You,,The Hills • S3E717 Sep 20070
Marie-Digby,Umbrella,,The Hills • S3E113 Aug 20070
Kiss-the-Girl,She Likes Girls,Gia tells Adrianna she doesn't want to lose her friendship.,90210 • S2E1629 Mar 20100
Kiss-the-Girl,Ride,Liam drives Annie home & they see his stepdad kissing a woman.,90210 • S2E1629 Mar 20100
Kiss-the-Girl,Radar,Jackie gives Silvler a half-birthday surprise party themed after age 7 obessession: space.,90210 • S2E99 Nov 20090
Kiss-the-Girl,Good Thing,Liam apologizes to Ivy for denying that she is her girlfriend.,90210 • S2E99 Nov 20090
Kiss-the-Girl,Alive,Marc reassures Amanda.,Ugly Betty • S2E1324 Jan 20080
Pete-Miser,Benefit Of The Doubt,Ivy asks Liam how his date with Naomi went.,90210 • S2E138 Mar 20100
Pete-Miser,4PM (Pete Miser Remix),Dixon suggests that they fake a recording of Jen admitting to sleeping with Liam.,90210 • S2E1016 Nov 20090
Juan-Vicente-Zambrano,Esa Mulata,Jen & Ryan get ready for a night out.,90210 • S2E1016 Nov 20090
Josh-Fix,Barely Insane,Naomi gets on an elevator with Liam & Ivy.,90210 • S2E1130 Nov 20090
The-Be-Good-Tanyas,The Junkie Song,"Silver thanks Teddy for the flowers, then her tells her he didn't go to his mother's funeral.",90210 • S2E1130 Nov 20090
The-Be-Good-Tanyas,Waiting Around to Die,0:36Walt takes the bus and returns to the hospital.,Breaking Bad • S2E321 Mar 20091
The-Fountainheads,All I Want,Japser hids in Annie's room while Debbie asks her a question.,90210 • S2E1016 Nov 20090
The-Fruit-Bats,The Ruminant Band,Annie & Dixon catch up; Naomi leaves Annie a message apologizing; Navid remembers being pushed down the stairs.,90210 • S2E1130 Nov 20090
Griffin-House,When The Time Is Right,"Justin tells Rebecca he's not happy with his life; Nora advises Sarah the motherhood never gets easier, then they observe Luc &amp; CooperÂ bonding.",Brothers And Sisters • S4E221 May 20100
Griffin-House,When The Time Is Right,Annie & Jasper dance as Naomi & Navid watch.,90210 • S2E127 Dec 20090
Griffin-House,Better Than Love,Mia tells Peyton why she writes music; Brooke asks Victoria for her trust.,One Tree Hill • S5E65 Feb 20081
Griffin-House,Live To Be Free,Josh gets a car; Kyle waves to Amanda.,Kyle XY • S2E42 Jul 20070
Griffin-House,Ordinary Day,Kyle runs from Declan.,Kyle XY • S2E218 Jun 20070
Griffin-House,To You Someday,,Brothers And Sisters • S1E215 May 20070
Griffin-House,These Days,,Everwood • S4E1523 Apr 20060
Griffin-House,Amsterdam,,Everwood • S3E510 Oct 20040
Wazimbo-and-Orchestra-Marrabenta-Star-De-Mocambique,Nwahulwana,Naomi strips for Liam.,90210 • S2E138 Mar 20100
Serge-Gainsbourg-ft-Jane-Birkin,Je T'aime Moi Non Plus,"Annie arrives at Jasper's house, where he tries to convince her to have sex with him.",90210 • S2E1415 Mar 20100
Woolfy,Oh Missy,Josh & Nora kiss; Aidan tells Rebecca he shouldn't have killed her; Marcus approaches Emily.,Being Human • S1E620 Feb 20110
Woolfy,Odyssey,"Naomi, Liam & Ivy go hiking.",90210 • S2E1415 Mar 20100
Beautiful-Small-Machines,Counting Back To 1,Annie sees Jasper drive by while she's out jogging.,90210 • S2E1522 Mar 20100
Beautiful-Small-Machines,Super Conductor,Castle & Beckett meet dominatrix Lady Irena in the Hall Of Shame dungeon.,Castle • S2E168 Mar 20100
Beautiful-Small-Machines,Super Conducter,Whitney & Samantha talk about Jay & Freddie while in yoga class.,The City • S1E1826 Oct 20090
Film-School,Bye Bye Bird,,Shameless • S8E1013 Jan 20180
Film-School,June,,Shameless • S8E69 Dec 20170
Film-School,Distant Life,,Shameless • S2E1124 Mar 20120
Film-School,Find You Out,"Emma chats with Laurel & Mads, then she ignores Ethan.",The Lying Game • S1E329 Aug 20110
Film-School,Go Down Together,Silver & Teddy go out for dinner.,90210 • S2E1522 Mar 20100
Film-School,Dear Me,Stephen tells Josh he's proud of him.,Kyle XY • S2E213 Mar 20080
Film-School,Two Kinds,Declan gives Kyle advice on girlfriends &amp; fights.,Kyle XY • S2E1811 Feb 20080
Stars-Crashing-Cars,City Girl,Liam offers Annie a ride home from school.,90210 • S2E1629 Mar 20100
Sarah-Solovay,All She Could Be,"Emma pulls up infront of the country club, chats with Ethan then heads for the ballroom.",The Lying Game • S1E222 Aug 20110
Sarah-Solovay,Hearts Collide,Adrianna & Gia talk about Navid & Alexa & misery.,90210 • S2E1415 Mar 20100
Darlin-Allo,The Polaroid Song,Silver asks Teddy if he can get over her jealousy issues & give her another chance.,90210 • S2E1629 Mar 20100
Samantha-Crain-and-The-Midnight-Shivers,Scissor Tales,"Gia watches Adrianna iron, then they kiss.",90210 • S2E175 Apr 20100
N-E-R-D-A0ft-Santigold,Soldier,Dixon asks Teddy to hook him up with his dad's bookie.,90210 • S2E175 Apr 20100
The-Anomalies,Employee Of The Month,"Liam drops Naomi off at therapy, but instead she grabs a coffee.",90210 • S2E175 Apr 20100
Nas-and-Damian-Marley,As We Enter,Poker.,90210 • S2E1926 Apr 20100
Helen-Austin,Love Is,Brooke dreams she's walking down the aisle at her wedding.,One Tree Hill • S8E1030 Nov 20100
Helen-Austin,One Eye On The Door,"Annie goes to leave Liam a message but changes her mind, then brushes him off when he returns her call.",90210 • S2E1926 Apr 20100
Brian-Seymour,Vinyl,Naomi arrives home to find that Jen has taken over the place.,90210 • S2E203 May 20100
Darrelle-London,Understand,Naomi asks Jen what she wants.,90210 • S2E203 May 20100
Sean-Bones,Here Now,,Girls • S6E98 Apr 20170
Sean-Bones,Dancehall,Dixon & Ivy join the group at the beach concert.,90210 • S2E175 Apr 20100
My-Favorite-Highway,Go,Navid & Adrianna run into a drunk Ryan at the pier.,90210 • S2E203 May 20100
My-Favorite-Highway,Bigger Than Love,Justin &amp; Audrina lay in bed together.,The Hills • S4E2022 Dec 20080
My-Favorite-Highway,Bittersweet Life,Audrina calls Lauren at work.,The Hills • S4E171 Dec 20080
My-Favorite-Highway,Walking On A Wire,Spencer &amp; Heidi talk about her losing her job.,The Hills • S4E1410 Nov 20080
The-Raah-Project,All Of Your Things,Ivy arrives for a romantic dinner with Dixon just before his parents return home.,90210 • S2E203 May 20100
Alexandra-Roos,La Danseuse De Samba,Ivy invites Dixon to Australia with her and her mom.,90210 • S2E2110 May 20100
Hot-Chelle-Rae,Bleed,"While staking out the pharmacy, Marti & Dan end up making out.",Hellcats • S1E910 Nov 20100
Hot-Chelle-Rae,I Like To Dance,Marti's voice over about the Hellcat cheerleaders; Marti meets up with Dan.,Hellcats • S1E18 Sep 20100
Hot-Chelle-Rae,Bleed,Teddy & Silver kiss while he tells her about tennis practice; Naomi asks silver if she & Teddy have had sex; Navid watches as Javier brings Adrianna flowers & they drive off.,90210 • S2E2110 May 20100
Hot-Chelle-Rae,I Like To Dance,Stacie &amp; Kristin head for Vegas.,The Hills • S5E1817 Nov 20090
Darwin-Deez,Constellations,"Naomi barges in on Jen's ultrasound, then takes money out of Jen's purse to pay for parking.",90210 • S2E2217 May 20100
Mike-Posner-ft-Big-Sean,Cooler Than Me,Naomi & Silver arrive at the 'Pass The Torch' party.,90210 • S2E2217 May 20100
Now-On,Jukebox Heroes,"Naomi explains to Silver why she's in a good mood, then asks her why she broke up with Teddy; Javier meets Adrianna at the party.",90210 • S2E2217 May 20100
Now-On,Bright As A Star,Annie's parents confront her about the chemistry text book.,90210 • S2E1130 Nov 20090
Kid-Cudi-ft-Kanye-West,Erase Me,Silver tells Naomi about Teddy's injury; Teddy joins them at the pool party & they toast to moving on; Silver tries to cheer Teddy up but he tells her she wouldn't understand.,90210 • S3E112 Sep 20100
All-American-Rejects,Damn Girl,Naomi complains to Liam about Jen's financial restrictions.,90210 • S2E2110 May 20100
Maimon-and-The-Mongoose-Band,Need A Change,"Jen tells Ryan that she feels like a parenting failure compared to him, then asks him for another chance.",90210 • S3E201 May 20110
Maimon-and-The-Mongoose-Band,You're All Mine,Annie introduces Emily to Liam while they're out shopping.,90210 • S3E1223 Jan 20110
Maimon-and-The-Mongoose-Band,Early Morning,Debbie & Ryan interview a prospective nanny for Jack.,90210 • S3E914 Nov 20100
Maimon-and-The-Mongoose-Band,Love Child,Dixon & Liam meet Navid at the beach to go surfing.,90210 • S3E87 Nov 20100
Maimon-and-The-Mongoose-Band,Clear Night,Dixon & Ivy exchange 'I love you's.,90210 • S3E112 Sep 20100
Maimon-and-The-Mongoose-Band,Soul People,"Flashback of Priya chatting with a friend while selling art at the beach, then Nolan offering her an art commision.",Dollhouse • S2E423 Oct 20090
Maimon-and-The-Mongoose-Band,Mood Is Right,"Navid & Adrianna talk about their relationship, then she tells Navid she needs to be alone.",90210 • S2E612 Oct 20090
Mystery-Jets,Dreaming Of Another World,"Annie accidentally spill her drink aspiring screenwriter, Charlie; Silver arrives at school.",90210 • S3E219 Sep 20100
N-E-R-D-ft-Nelly-Furtado,Hot-N-Fun,Naomi's birthday party starts.,90210 • S3E219 Sep 20100
The-Honey-Brothers,Moonlight,Performed as the guys arrives at the party; Ivy confronts Dixon about his encounter with the bachlorette party.,90210 • S3E219 Sep 20100
NagNagNag,Nails For Breakfast,Navid asks Liam for help with the cheating scandal and they come up with a plan to find more evidence.,90210 • S5E1710 Mar 20130
NagNagNag,Scowl,"A girl asks Liam for his autograph, then he's approached about a modelling job; Dixon asks Adrianna for advice on interviewing with a radio show.",90210 • S4E617 Oct 20110
NagNagNag,Frustrations,Liam sets up the bar as Annie arrives to ask a favor.,90210 • S4E326 Sep 20110
NagNagNag,Pictures,Annie meets Jeremy at the campus Registar.,90210 • S4E112 Sep 20110
NagNagNag,Love Crisis,Ivy runs into Oscar & he invites her to a Surfrider Benefit.,90210 • S3E326 Sep 20100
Future-of-Forestry,Love Be Your Mantra,,The Clapper25 Jan 20180
