artist,song_title,use,show
B-R-A-U-N,Lose It All,0:34Kevin ask questions while getting ready to be filmed in a 'tickle' video.,Riverdale • S4E1128 Jan 20200
B-R-A-U-N,Prague,0:38.....,Dynasty • S1E136 Feb 20180
Thea-Stone-and-The-Town-Hall,Something That You Want,"0:01Dahlia stares dreamly as Jackson as he works on his project; Bailey works on her project research from home; Amelia paces back and forth as Deluca and Sam do research; Arizona watches TV at home; Meredith tries to come up with her project idea; April wakes Vik up and tells him to leave, he then reminds her she has work to do on the contest to do.",Grey's Anatomy • S14E127 Feb 20182
Kalispell,Back to the Beginning,"0:15Deluca turns on seductive music to get Sam to stop getting chips, she runs from the room.",Grey's Anatomy • S14E127 Feb 20181
Mama-Haze,Heart of a Lion,"0:56Renee tells Darnell she wants a do-over with him, but she's willing to let him stay in Crenshaw; Gwen tells Olivia that she thinks Asher is using steroids; Renee drops by to say goodbye to Grace.",All American • S2E129 Feb 20200
Mama-Haze,Now I'm Free,"0:53Candy pick's up Frank's coat at the dry cleaners, takes out the cure, then heads out of town on the back of a motorcycle.",iZombie • S5E1010 Jul 20190
Mama-Haze,Welcome to My House,0:38Meredith has Helm take voice notes her for as figures out her project for the contest; Parker informs Owen of a patent that is holding his project back as they head out to an ambulance and begin to remove a paramedic missing a finger down the patients throat.,Grey's Anatomy • S14E127 Feb 20181
The-Jiants,Tornado,0:15The Yellow Jacket Man and Ramone drive out to a barren field.,Beyond • S2E57 Feb 20180
Roberta-Peters-Karl-Boehm-and-Berlin-Philharmonic,"Die Zauberflöte, K. 620: Der Hölle Rache kocht in meinem Herzen (Königin der Nacht)",0:02First song as a video recording is playing this song on Mika's television as he goes downstairs to check on Cassandra., The Captive12 Dec 20140
Alexia-Fast,Remembering,0:04Mika enters the hidden room where he finds Cassandra performing this song on the piano., The Captive12 Dec 20140
Canadian-Brass-and-Berlin-Philharmonic-Brass,"Jesu, Joy of Man's Desiring from Cantata No. 147",0:19Matthew and Tina watch Cassandra figure skating., The Captive12 Dec 20140
Rachel-Zeffira,Break the Spell,0:24Playing in Cassandra’s room as she watches footage of her mother., The Captive12 Dec 20140
DeLaurentis,A Big Part of a Big Sun,"0:55Annalise rips down the inmate photos; Michaela tells the Connor she's not giving up; Connor asks Oliver if he still wants to marry him, the Asher and Laurel celebrate with them; Bonnie asks Frank to move back in with her, then he confronts Laurel's mother about knowing Wes; Michaela goes to Annalise's place and suggests they use their connections to get their case to the Supreme Court; Annalise arrives at a college lecture given by Olivia Pope on 'How to Survive a Scandal'.",How to Get Away With Murder • S4E127 Feb 20181
Jennifer-Castle,Remembering,1:47End credits., The Captive12 Dec 20140
Bien,Flashback,,Good Trouble • S2E1725 Feb 20200
Bien,Jingle Bells,,Good Trouble • S2E915 Dec 20190
Bien,Last Man Standing,"0:38Nico changes the radio station, then Karolina comes to the room and they both apologize for what happened earlier.",Runaways • S2E220 Dec 20181
Bien,Crowd Goes Wild,,Insatiable • S1E110 Aug 20180
Bien,One Degree,"0:30Maddie and Daphne have lunch together while discussing the Deacon-Jessie situation, then Maddie steps away to take a call from Jonah.",Nashville • S6E67 Feb 20180
Dalton-Domino,Decent Man,"0:38At a bar, Jessie and Deacon continue talking about the problems with Daphne, then he suggests they have a family dinner; Scarlett briefly joins the couple then heads off for a drink; Brad drops by the bar to say hello to Jessie and Deacon.",Nashville • S6E67 Feb 20180
Jamie-Dornan,Maybe I’m Amazed,,Fifty Shades Freed8 Feb 20181
Sune-Wagner,Let My Baby Ride,0:36Kovacs heads into the city and buys some brain grease; Kovacs downs some drugs then stares around at the city lights; [0:56] repeats during the end credits.,Altered Carbon • S1E11 Feb 20180
Sune-Wagner,More Human Than Human,0:41A samarai sword-wielding figure comes to Kovacs rescue and reveals herself to be Reileen Kawahara.,Altered Carbon • S1E61 Feb 20181
New-Hope-Club,Good Day,,Early Man15 Feb 20180
New-Hope-Club,Tiger Feet,,Early Man15 Feb 20180
New-Hope-Club,Tiger Feet,,Early Man15 Feb 20180
New-Hope-Club,Good Day,,Early Man15 Feb 20180
SOB-X-RBE,Always,0:48Playing in the second car.,All Day and a Night30 Apr 20200
SOB-X-RBE,Paramedic!,,Black Panther15 Feb 20181
Jay-Rock-Kendrick-Lamar-Future-James-Blake,King's Dead,,Black Panther15 Feb 20182
Zacari,Redemption Interlude,,Black Panther15 Feb 20181
Mozzy-Sjava-Reason,Seasons,,Black Panther15 Feb 20181
Zacari-Babes-Wodumo,Redemption,,Black Panther15 Feb 20181
Vanessa-Mae,Largo (Winter - The Four Seasons Op 8 No 4),"0:18Nadia plays her violin, before being interrupted by a call saying she's later for rehearsal.",Counterpart  • S1E227 Jan 20182
Dalia-Ouziel-and-Jerrold-Rubenstein,"Praeludium et allegro, dans le style de Pugnani",0:23Flashback to a young Nadia practicing the violin infront of her father; [0:40] repeats as young Nadia refuses to help her father after he drunkenly falls onto the train tracks.,Counterpart  • S1E227 Jan 20180
Somnium,Corporate Innovation,"0:05In an empty theatre, Emily Prime watches an advertisement about public health.",Counterpart  • S1E33 Feb 20180
The-Buoys,Timothy,"0:09Alice and Zoe carry their stuff into Louise's house, then check out the decor; Alice comments on Louise having been a reporter, then tells her about her social work job.",Channel Zero • S3E16 Feb 20180
Sherman-Myers,Say You Love Me,"0:38Charlie runs away from Diego's cell after experiencing a vision; Holden and Jeff ask Edgar about the freezer he buried in the woods, then they discuss Diego and The Realm; continues as Edgar lights a fire as a distraction so Jeff and Holden can get away from the Hollow Sky goons.",Beyond • S2E728 Feb 20180
Sherman-Myers,Say You Love Me,0:13Louise finishes sewing up a stuffed raccoon in her taxidermy room.,Channel Zero • S3E16 Feb 20180
The-Caretaker,Mental Caverns Without Sunshine,"0:35Montage of the empty Peach summer home; Grandma Ruth sits at the dinner table, talking to no one.",Channel Zero • S3E613 Mar 20180
The-Caretaker,I Feel As If I Might Be Vanishing,0:04Zoe smokes while taking a bath. ,Channel Zero • S3E320 Feb 20180
The-Caretaker,Moments Of Sufficient Lucidity,0:33Alice and Louise join the Peach family for a picnic in the park; continues as Alice asks Joseph what he did to Zoe; Louise identifies the members of the Peach family; [0:42] repeats as Alice and Louise realize the meat at the picnic was Izzy's mother.,Channel Zero • S3E213 Feb 20180
The-Caretaker,All You Are Going To Want To Do Is Get Back There,"0:36Smart Mouth stops his attack on Zoe as the door at the top of the staircase opens; Zoe watches in terror as Smart Mouth walks up the stairs to join The Pestilent God, then closes and opens her eyes to discover the staircase has disappeared.",Channel Zero • S3E16 Feb 20180
The-Caretaker,All You Are Going To Want To Do Is Get Back There,"0:372045 - Ramse, Hannah, Deacon and Whitley hear music as they walk through Titan and come across a masked person standing on an altar.",12 Monkeys • S2E1210 Jul 20161
The-Caretaker,Libet's Delay,0:311944 - Cole and Cassie arrive at the Mission Cross Mental Asylum and find the receptionist dead.,12 Monkeys • S2E31 May 20160
Sean-Callery,Cheng Window Shot,"0:02Pryce attempts to escape, after Alisa tags him as being the sniper from across the street.",Jessica Jones • S2E97 Mar 20180
Sean-Callery,It Didn't Have To Be You,0:43Jessica tells Trish she can't look at her without seeing the person who killed her mother.,Jessica Jones • S2E137 Mar 20180
Sean-Callery,Hogarth's Unexpected News,0:44Jeri's doctor informs her that her condition is more serious than she thinks.,Jessica Jones • S2E17 Mar 20180
Sean-Callery,The Abandoned Lab,0:50Jessica searches through the old IGH lab and has a flashback to when she was there as a child.,Jessica Jones • S2E17 Mar 20180
Sean-Callery,The Experiment Room,"0:17Jessica returns to the IGH building to find the door from the photo in the files, then uses dust to get a clue from the door.",Jessica Jones • S2E37 Mar 20180
Sean-Callery,Malcolm And Trish,0:38Trish and Malcolm have sex.,Jessica Jones • S2E67 Mar 20180
Sean-Callery,Alisa's Theme,0:46Jessica finds a familiar perfume and a family photo while searching a room in Malus' basement.,Jessica Jones • S2E67 Mar 20180
Sean-Callery,Rooftop Movie Night,0:48Flashback to Jessica and Trish sitting together on a rooftop watching a movie projection.,Jessica Jones • S2E77 Mar 20180
Sean-Callery,Run Whizzer Run,0:42One of the boxes of ashes gets broken open as Jessica tries to catch Whizzer; Jessica follows Whizzer out onto the street.,Jessica Jones • S2E17 Mar 20180
Sean-Callery,Alisa Surrounded,0:46Alisa makes a run for it after hearing Jessica calling the police; Jessica convinces Alisa to surrender.,Jessica Jones • S2E97 Mar 20180
Sean-Callery,The Bear On The Wall,"0:49Jessica sneaks into Dale Holiday's house, trips a motion detector, then finds his stash of inmate numbers from supposed suicides.",Jessica Jones • S2E107 Mar 20180
Sean-Callery,Hogarth Getting Even,0:36Jeri watches from her car as Inez confronts Shane and ends up shooting him.,Jessica Jones • S2E127 Mar 20180
Sean-Callery,Gunpoint,0:42Jessica holds Alisa at gunpoint and gives her a choice between going to The Raft or one of them dying; Alisa knocks out Jessica when she hesitates to shoot.,Jessica Jones • S2E127 Mar 20180
Sean-Callery,Malcolm Suits Up,"0:10Malcolm cuts his hair, puts on a suit and heads to a meeting with Linda Chao.",Jessica Jones • S2E137 Mar 20180
Sean-Callery,Roadside Assistance,0:11Alisa and Jessica stop to help at the scene of a car accident.,Jessica Jones • S2E137 Mar 20180
Sean-Callery,The Ferris Wheel,"0:36Jessica goes after Trish in retaliation for killing Alisa, then tells her to run; Jessica climbs back into the ferrish wheel car with her mom and breaks down in tears.",Jessica Jones • S2E137 Mar 20180
Sean-Callery,Final Justice for the Purple Man,"0:38Jessica and Kilgrave have a final faceoff on the dock; Kilgrave commands Trish to come to him and kiss him, then becomes convinced that Jessica is under his control; Jessica kills Kilgrave.",Jessica Jones • S1E1319 Nov 20150
Sean-Callery,Jones-Cage Match,0:46Kilgrave commands Luke to kill Jessica; the two fight as Kilgrave commentates from the stage and Jessica tries to get Luke to overcome Kilgrave's influence; Jessica ends up shooting Luke to stop him.,Jessica Jones • S1E1219 Nov 20150
Sean-Callery,Hospital Cat and Mouse,0:04Claire helps Jessica sneak Luke into the hospital elevator; [0:08] continues as Jessica pursues Kilgrave through the hospital as everyone tries to stop her.,Jessica Jones • S1E1319 Nov 20150
Sean-Callery,Then There's the Matter of You,"0:02Jessica follows a married woman having an affair, then ends up shoving her client through door's window when he doesn't take the news well.",Jessica Jones • S1E119 Nov 20150
Sean-Callery,Jessica Confesses to Luke,0:45Jessica stops Luke from continuing to go after Wallace by announcing that she's the one who killed Reva.,Jessica Jones • S1E619 Nov 20150
Sean-Callery,Jessica Jones Main Title,0:01Opening credits.,Jessica Jones • S1E119 Nov 20150
Sean-Callery,Fire Escape Night Shift,"0:07Jessica jumps up onto a fire escape and observes the apartments across the street, before shifting her attention to Luke's Bar.",Jessica Jones • S1E119 Nov 20150
Sean-Callery,Alias Investigations,"0:15Jessica heads to Hope Shlottman's friend's apartment and breaks in, only to find the occupants are home.",Jessica Jones • S1E119 Nov 20150
Sean-Callery,Sleepover at Luke's,"0:28Jessica sees Reva's photo in Luke's medicine cabinet, gets dressed and leaves; Jessica down the street, before pausing to throw up on the sidewalk.",Jessica Jones • S1E119 Nov 20150
Sean-Callery,Restaurant Flashback,"0:32Jessica walks through Niku and remembers having dinner there with Kilgrave, when the restaurant was called Il Rosso.",Jessica Jones • S1E119 Nov 20150
Sean-Callery,Rescuing Hope from the Hotel Bed,"0:40On her way out of town, Jessica changes her mind and asks the taxi driver to take her to the hotel; Jessica pulls the fire alarm, then heads for the room where Kilgrave kept her.  ",Jessica Jones • S1E119 Nov 20150
Sean-Callery,Elevator Massacre,"0:48Jessica sees Hope pull out a gun just as the elevator doors close, then rushes down the stairs to find Mr. and Mrs. Shlottman dead and Hope still pulling the trigger on the gun; Jessica stumbles out to her taxi, then decides to stay and fight.",Jessica Jones • S1E119 Nov 20150
Sean-Callery,Nurse Jessica,"0:22Jessica breaks into a hospital locker and dons nurse's scrubs, then attempts to search the computer records.",Jessica Jones • S1E219 Nov 20150
Sean-Callery,Looking for Kilgrave-Bus Accident Vision,"0:27City montage; Jessica takes the subway, then starts reciting her city streets after accidentally smashing a window. ",Jessica Jones • S1E219 Nov 20150
Sean-Callery,Fight at Luke's Bar,"0:35Gina warns Jessica that her husband and some of his buddies plan to go after Luke; Jessica arrives just as the fight starts, then assists in knocking out the guys.",Jessica Jones • S1E219 Nov 20150
Sean-Callery,Gift from Trish,"0:44Jessica opens the new Alias Investigations window that Trish had made for her, then calls up Trish.",Jessica Jones • S1E219 Nov 20150
Sean-Callery,Cockroach,"0:47Kilgrave orders the a pair of children in to a closet, then asks their mother what's for dinner; Jessica sees a cochroach  crawl out of the drain while she brushes her teeth, then squishes it with her thumb.",Jessica Jones • S1E219 Nov 20150
Sean-Callery,Maybe It's Enough the World Thinks I'm a Hero,0:42Jessica stops walking down the sidewalk and contemplates the people around her; Trish and Will sit at her kitchen table chatting.,Jessica Jones • S1E419 Nov 20150
Sean-Callery,Tailing Malcolm,0:07Jessica follows Malcolm and sees him passing photos to Kilgrave.,Jessica Jones • S1E519 Nov 20150
Sean-Callery,Kidnapping Kilgrave,"0:27Jessica, Trish and Will put into action their plan to kidnap Kilgrave at Malcolm's meeting place; Jessica yells across the street to distract Kilgrave, as Will tranquilizes him.",Jessica Jones • S1E519 Nov 20150
Sean-Callery,Kilgrave Escapes His Glass Prison,"0:51Kilgrave orders his parents to kill themselves and Trish shoots out the cell window in an attempt to stop him; Kilgrave orders Detective Clemons to get Jessica off him, when his command fails to make her release his arm; Jessica realizes that Kilgrave can no longer command her.",Jessica Jones • S1E919 Nov 20150
Sean-Callery,The star,Ending scene,Homeland • S3E1214 Dec 20130
Sean-Callery-and-Jamie-Forsyth,Luke's Revenge on the Bus Driver,"0:43Luke stares at Charles Wallace while riding the bus he's driving, then walks up to confront him when they get to the last stop.",Jessica Jones • S1E619 Nov 20150
Michael-Klein-and-Yusef-Jackson,Turnt It Up,,Destination Wedding30 Aug 20180
Michael-Klein-and-Yusef-Jackson,Turnt It Up,"0:17When Gregory Spheeris proves less than cooperative, Jessica lifts the back of his Aston Martin into the air to prevent him from leaving, then hands him a court summons.",Jessica Jones • S1E119 Nov 20150
Johnny-Copeland,I've Gotta Go Home,Tilly arrives at the bar with a candy treat and a apology for Margot.,Once Upon A Time • S7E1819 Apr 20180
Johnny-Copeland,There's a Blessing,"At Aesop's Table's, Regina asks Emma how she really feels about Hook leave as Snow drinks.",Once Upon A Time • S6E151 Apr 20170
Johnny-Copeland,There's a Blessing,"0:23Luke tells Jessica it's last call, then comments on her alcohol consumption; Jessica reveals she's a PI, then lists off what she's noticed about him.",Jessica Jones • S1E119 Nov 20150
starRo-and-Kyle-Dion,Time Off,0:06Anissa looks up possiblities for superhuman abilities when Jennifer comes to her room to borrow a jacket for skating rink.,Black Lightning • S1E512 Feb 20180
1-O-A-K,Lost & Found,"0:08Jennifer hangs out with Keisha at a skate rink when she comes across an old enemy who accosts her causing Jennifer to fight them,.",Black Lightning • S1E512 Feb 20180
Los-Pasteles-Verdes,Esclavo Y Amo,0:23Plays in the car as Beto drives Estela to the pick up the stolen cocaine packages. (0:25) Beto drives Estela home. (1:40) End credits.,Heli19 Oct 20130
Lasse-Marhaug,Theme from Heli,0:08Heli arrives at work.,Heli19 Oct 20130
Gabriel-Reyes,Game theme Tucha Tucha,0:55The officers bring Beto and Heli to a room where a group of children are playing a video game.,Heli19 Oct 20130
Gabriel-Reyes,Tema Oscuro,0:56Background music as the officers torture Beto.,Heli19 Oct 20130
Dancematics,I Will Survive,"0:01Julia and Alice attempt the magic transference spell, until interrupted by Penny; [0:55] repeats as Penny says goodbye to Julia; [0:59] Penny sets off the singing fish in an attempt to get help for Alice; end credits.",The Magicians • S3E613 Feb 20180
Patti-LaSalle,It's Over,"0:01Scenes of a bowling alley, then the camera pulls back to show a mess and Holden's driver's license on one of the tables; [0:56] repeats as Holden asks to take one more roll and manages to get a spare; Holden pauses to look at a stuck bowling ball and is attacked from behind by Diego.
",Beyond • S2E614 Feb 20180
Golden-Team,Can You Feel ,"0:25Holden rents a bowling lane; Charlie shows off her bowling skills, then suggests Holden use his powers to help with his game; Holden rolls a strike.",Beyond • S2E614 Feb 20180
Morton-Gould-and-His-Symphonic-Band,Liberty Bell,"0:34Jeff looks through some papers in his car; Mickey taunts Edgar with his ice cream cone, then Edgar uses his powers to melt the ice cream.",Beyond • S2E614 Feb 20180
Idrissa-Soumaoro,Bèrèbèrè (feat. Ali Farka Touré),When T''challa was walking in the streets of wakanda with Nakia. Close to the beginning of the film,Black Panther15 Feb 20185
Babes-Wodumo,Wololo (feat. Mampintsha),T”challa and shuri handshake in shuri’s lab,Black Panther15 Feb 20183
Bhizer-Busiswa-S-C-Gorna-Trigger-Bhepepe,Gobisiqolo,0:38When Shuri was showing T'Chala the communication devices for Korea.,Black Panther15 Feb 20182
Professor-Mr-Selwyn,How Dare You,,Black Panther15 Feb 20182
Tumelo,The Rhythm,,Black Panther15 Feb 20183
Mozzy,Shut Up,"0:07A young Jahkor hits the bully from behind his head with a rock and proceeds to kick him on the ground. 13 months before Malcom’s murder, Jahkor and TQ rob two people at gunpoint.",All Day and a Night30 Apr 20201
Mozzy,Unfortunately (feat. June),1:27Jahkor drives to Big Stunna’s house before being stopped by his men.,All Day and a Night30 Apr 20201
Mozzy,Sleep Walkin,Kids playing basketball when T challa and Shuri talk about opening a outreach center,Black Panther15 Feb 20184
Fred-Frith,Jerusalem,Opening,The Party16 Feb 20181
Sidney-Bechet-and-His-New-Orleans-Feetwarmers,What Is This Thing Called Love ?,,The Party16 Feb 20180
Ruben-Gonzalez,Como Siento Yo,,The Party16 Feb 20180
Albert-Ayler,Summertime,,The Party16 Feb 20180
Ibrahim-Ferrer,"Ay, Candela",,The Party16 Feb 20180
Ernest-Ranglin,Surfin',,The Party16 Feb 20180
Grigoras-Dinicu,CIOCIRLIA,,The Party16 Feb 20180
Carlos-Paredes,Canção Verdes Anos,,The Party16 Feb 20180
Matthew-Morgan-Barley,When I am Laid In Earth (Dido's Lament),,The Party16 Feb 20180
Ed-Bogas,Fritz the Cat (Feat. Alice Stuart),0:03Introduction to Fritz the Cat. (1:03) Fritz walks to the gas station. (1:12) Interlude to the hospital.,Fritz the Cat 24 Jan 19720
Ed-Bogas,House Rock,0:07Fritz invites the girls to a party at his friend's apartment. (0:14) The police enter the orgy party.,Fritz the Cat 24 Jan 19720
Ed-Bogas,The Synagogue,0:21The rabbis celebrate after finding out that the US has agreed to send in more weapons to Israel. Fritz is then chased by the police officers through the synagogue. ,Fritz the Cat 24 Jan 19720
Ed-Bogas,The Riot,0:24Fritz laments about college life as he sets all of his school books and notes on fire. (0:51) A police unit enter the neighborhood as Fritz tries to stay hidden.,Fritz the Cat 24 Jan 19720
Ed-Bogas,Winston,"0:55Fritz's girlfriend, Winston the Fox, drives Fritz out of town. (0:59) Winston's car breaks down. (1:03) Winston sends Fritz to get some gas for the engine.",Fritz the Cat 24 Jan 19720
Ray-Shanklin,Duke's Theme,0:31Fritz meets Duke the Crow at the pool table.,Fritz the Cat 24 Jan 19720
Ray-Shanklin,Bertha's Theme,0:46Fritz has sex with Bertha at the junkyard.,Fritz the Cat 24 Jan 19720
Tumbleweed,Fritz,0:56Blue the Rabbit rides his motorcycle through the desert highway.,Fritz the Cat 24 Jan 19721
Thorsten-Adam-and-Zoran-Zupanic,Vorliebe,"0:11Howard drops by Anna's apartment to visit with her, but is unable to obtain her work address from her boyfriend.",Counterpart  • S1E517 Feb 20180
Nikola-Materne-and-Bossanoire,In der Fremde,"0:23Baldwin cleans and reassembles her gun in a cafe bathroom, then orders toast and an espresso; the waitress gives Baldwin a complimentary bowl of soup.",Counterpart  • S1E517 Feb 20180
Beak-greater-than,We Can Go,,Good Girls • S3E222 Feb 20200
Beak-greater-than,Yatton,,Hanna • S1E328 Mar 20190
Beak-greater-than,Wulfstan II,,Hanna • S1E11 Feb 20192
Beak-greater-than,Sex Music,0:21Cassie Introduces Lena to Josie and Anya as they have drinks at the table. They talk about their occupation and the research expedition they are about to embark on.,Annihilation22 Feb 20181
Bitch-Magnet,Sadie,0:03Opening credits. Zach and Josh rate the girls and female teachers in one of their yearbooks.,Super Dark Times29 Sep 20171
The-Comsat-Angels,Lost Continent,0:18Zach is listening to this song on his Walkman as he watches Allison talking to a professor. (0:38) Zach listens to this song on his Walkman at his bed.,Super Dark Times29 Sep 20171
The-Incredibles,Stop the Raindrops,0:25Mrs. McGarvey offers to read Roz's cards.,Chilling Adventures Of Sabrina • S2E44 Apr 20190
The-Incredibles,I'll Make It Easy,0:24Hazel hints to Agnes that he'd like to have lunch with her.,The Umbrella Academy • S1E514 Feb 20191
The-Incredibles,I'll Make It Easy,"0:44Flashback of Quayle coming to check on Clare after she was 'robbed'; at the party, Clare's father tells a story about when she broke both her legs as a child; Clare says goodnight to her parents.",Counterpart  • S1E73 Mar 20180
The-Incredibles,I'll Make It Easy,"0:16Ingrid tries to talk to Taylor at the book store,",Ingrid Goes West11 Aug 20170
Ron-Buford-and-Ural-Thomas,Chicken Tracks,"0:42Taylor's brother, Nicky, arrives at her house.",Ingrid Goes West11 Aug 20170
Johnson-Hawkins-Tatum-and-Durr,You're All I Need to Make It,0:31Erin meets with Shelby at a Chinese restaurant. Shelby’s boyfriend arrives there and sits with Shelby.,Destroyer24 Dec 20180
Johnson-Hawkins-Tatum-and-Durr,You Can't Blame Me,1:00Ingrid talks to Ezra by the pool area.,Ingrid Goes West11 Aug 20170
Nora-Johnston,Somewhere Angels Are Smiling,1:21Ingrid loses power at the house.,Ingrid Goes West11 Aug 20170
Kopps,Hott (feat. Joywave),"0:32At the housewarming party, Joe gets stuck talking with Blythe until Karen arrives; Ethan pulls Joe away, leaving Beck and Karen alone to talk.",YOU • S1E827 Oct 20180
Jason-Newman,Go Away (To Paradise),,I Don't Feel at Home in This World Anymore24 Feb 20170
Jason-Newman,Go Away (To Paradise),0:01Opening scene as Ruth is stuck in traffic.,I Don't Feel at Home in This World Anymore24 Feb 20171
The-Giraffes,The Ballad of Sissyfist,,I Don't Feel at Home in This World Anymore24 Feb 20170
The-Giraffes,The Ballad of Sissyfist,0:18Ruth arrives at Tony's house.,I Don't Feel at Home in This World Anymore24 Feb 20171
The-Hot-as-Shits,Check My Grill,,I Don't Feel at Home in This World Anymore24 Feb 20170
The-Hot-as-Shits,Check My Grill,0:24Ruth drives the location where her laptop was last activated.,I Don't Feel at Home in This World Anymore24 Feb 20171
BulletProof-Moose,Three Point Stance,,I Don't Feel at Home in This World Anymore24 Feb 20170
BulletProof-Moose,Three Point Stance,0:26Ruth and Tony confront the owner of her laptop.,I Don't Feel at Home in This World Anymore24 Feb 20171
BulletProof-Moose,This Be the Moment,0:21Song playing in the Limo after Dwight flees from the murder scene.,Blue Ruin24 Apr 20140
BulletProof-Moose,Only We Know,0:12Dwight waits outside the prison.,Blue Ruin24 Apr 20140
Amanaz,Khala My Friend,,High Maintenance • S3E119 Jan 20190
Amanaz,History of Man,,I Don't Feel at Home in This World Anymore24 Feb 20170
Amanaz,History of Man,0:36Ruth and Tony arrive at Silis' resale shop.,I Don't Feel at Home in This World Anymore24 Feb 20171
Ain-t-Rights,Sweetheart,,I Don't Feel at Home in This World Anymore24 Feb 20170
The-Graverobbers,Drinking from a Swimming Pool,,I Don't Feel at Home in This World Anymore24 Feb 20170
Royal-Jesters,I Never Will Forget,0:03Ruth talks to a man at the bar about the book she's reading.,I Don't Feel at Home in This World Anymore24 Feb 20171
Pentagram,Forever My Queen,"0:14Tony is listening to this song as he is walking his dog, Kevin, when Ruth throws the dog poop his dog left on her lawn.",I Don't Feel at Home in This World Anymore24 Feb 20171
BeauSoleil,Hot Chili Mama,0:30Ruth and Tony celebrate after finding her laptop.,I Don't Feel at Home in This World Anymore24 Feb 20171
Karl-Straub-and-the-Graverobbers,It Only Hurts Me All the Time,0:35Ruth and Tony have breakfast.,I Don't Feel at Home in This World Anymore24 Feb 20171
Karl-Straub-and-the-Graverobbers,Drinking from a Swimming Pool,1:29Final scene as Ruth is drinking root beer with Angie as they talk about the events that transpired. Ruth looks behind and sees Tony making burgers at the barbecue. ,I Don't Feel at Home in This World Anymore24 Feb 20171
Clockcleaner,Vomiting Mirrors,0:46Christian and Marshall visit a weapons dealer.,I Don't Feel at Home in This World Anymore24 Feb 20171
Bob-Frygogle,Six Feet Under,1:33Second end credits song.,I Don't Feel at Home in This World Anymore24 Feb 20171
The-Sunnyboys,Alone with You,0:02Ian and Sam take a road trip to the outback.,Killing Ground21 Jul 20170
Black-Dirt,Drip Down,0:17Crook chats with two girls at the bar. Crook then pulls out Emily’s cell phone and takes a picture of German.,Killing Ground21 Jul 20170
Black-Dirt,Run,0:20German enters the restroom and asks Crook about the photos in the phone.,Killing Ground21 Jul 20170
Another,4 Real,"0:24After the New Year countdown, Crook tries to make out with one of the girls but is rejected.",Killing Ground21 Jul 20170
Dan-Luscombe,The Concerned Neighbour,,Hounds of Love12 May 20170
Dan-Luscombe,Soundproof,,Hounds of Love12 May 20170
Dan-Luscombe,The Clean Up,,Hounds of Love12 May 20170
Dan-Luscombe,Evelyn and the Hound,,Hounds of Love12 May 20170
Dan-Luscombe,The Runaway,,Hounds of Love12 May 20170
Dan-Luscombe,Blocked Exits,,Hounds of Love12 May 20170
Dan-Luscombe,Hot Filthy Air,,Hounds of Love12 May 20170
