artist,song_title,use,show
Tiffany,I Think We're Alone Now,Song from the official netflix trailer.,The Umbrella Academy • S1E114 Feb 20195
Tiffany,I Think We're Alone Now,"0:04Josh dresses up and takes photos, in an attempt to break up Elias' marriage.",Future Man • S1E913 Nov 20170
Tiffany,I Think We're Alone Now,0:20The flashback to 1986 continues as the killer massacres the rest of the staff.,Scream Queens • S2E226 Sep 20160
Tiffany,I Think We're Alone Now,,Ted 225 Jun 20150
Tiffany,I Think We're Alone Now,1:20Ted sees Donny smoking a bong and dancing to the music video.,Ted28 Jun 20121
Tiffany,Be With U Tonite,,The Hills • S2E1126 Mar 20070
Tiffany,Na Na Na,Rachel tells Brooke that she made the cover of Maxim.,One Tree Hill • S4E715 Nov 20060
Julie-Fowlis,Touch the Sky,0:07Merida flees from the castle.,Brave21 Jun 20122
Julie-Fowlis,Into the Open Air,0:54Merida and Elinor catch fish.,Brave21 Jun 20120
Hootie-and-The-Blowfish,Only Wanna Be With You,"Toby convinces the barista in the coffee shop to play his ""happy"" song after Kate allows him to publicly celebrate their pregnancy.  He dances around the coffee shop ending with an ode to Flashdance.",This is Us • S2E523 Oct 20170
Hootie-and-The-Blowfish,Only Wanna Be With You,0:15November 1996 - Raimy listens to music on her headphones as Julie comes into her room and tells her to put away her clothes.,Frequency • S1E829 Nov 20160
Hootie-and-The-Blowfish,Time,"0:08Lolly plays the phone messages, which end up being three job offers for Becca and an RSVP from Melanie.",Hindsight • S1E427 Jan 20150
Hootie-and-The-Blowfish,Only Wanna Be With You,,Annie18 Dec 20140
Hootie-and-The-Blowfish,Only Wanna Be With You,0:54Ted sings along to the song on the karaoke screen.,Ted28 Jun 20120
Hootie-and-The-Blowfish,Can't Find the Time to Tell You,,"Me, Myself & Irene23 Jun 20000"
Hootie-and-The-Blowfish,Can't Find the Time to Tell You,1:07Charlie drives to a gas station where he finds a man parked at a handicapped spot which triggers Hank to vandalize the car. Continues as they are traveling on the highway.,"Me, Myself & Irene23 Jun 20000"
Hootie-and-The-Blowfish,Only Lonely,,Dawson's Creek • S2E149 Feb 19990
Hootie-and-The-Blowfish,Dream Baby,,White Man's Burden30 Nov 19950
Hootie-and-The-Blowfish,I Go Blind,First song at the Hootie and the Blowfish concert.,Friends • S2E518 Oct 19950
Emma-Thompson-and-Peigi-Barker,Noble Maiden Fair (A Mhaighdean Bhan Uasal),0:51A flashback shows Elinor singing the song to young Merida.,Brave21 Jun 20121
Emma-Thompson-and-Peigi-Barker,Noble Maiden Fair (A Mhaighdean Bhan Uasal),"1:20Merida tearfully process her love for her mom. As the sun emerges, Elinor turns back into her human form.",Brave21 Jun 20120
Birdy,The District Sleeps Alone Tonight,Stella organizing her Med cart,Five Feet Apart14 Mar 20192
Birdy,Keeping Your Head Up,1:28Violet tells the story of the day they went to the pool with her mom and then jumps into the pool with her friends,Nappily Ever After20 Sep 20183
Birdy,No Angel,0:55Sam talks with Ruby about her illness then asks Lena not tell her where Ruby is until she's cured; M'yrnn apologizes to the DEO agents and workers for the psychic attack; James brings Lena dinner.,Supergirl • S3E1522 Apr 20180
Birdy,People Help the People,0:31Nadine leaves the party in her mom's car,The Edge of Seventeen17 Nov 20164
Birdy,Ghost in the Wind,,The Edge of Seventeen17 Nov 20160
Birdy,Hear You Calling,0:01First song during opening credits.,Our Girl • S2E16 Sep 20160
Birdy,Terrible Love,"0:45Camille starts to weaken; Klaus reaffirms his love for Camille, then she realizes she's almost out of time; Camille starts freaking out and Klaus assures her that he'll always carry her with him; Klaus cradles Camille as she draws her last breath.",The Originals • S3E1928 Apr 20165
Birdy,I'll Never Forget You,0:56Caroline eavesdrops as Liz asks Stefan to support Caroline after she's gone; Jo tells Damon that Luke did the merge with Kai and that everything is his fault for letting Kai out.,The Vampire Diaries • S6E1228 Jan 20150
Birdy,Shelter,,Beyond the Lights13 Nov 20143
Birdy,Shelter,,Beyond the Lights13 Nov 20142
Birdy,People Help the People,,Our Girl • S1E518 Oct 20140
Birdy,Not About Angels,1:53As Hazel drives home crying after Augustus' funeral.,The Fault In Our Stars5 Jun 20148
Birdy,Tee Shirt,2:01Second song during end credits.,The Fault In Our Stars5 Jun 20142
Birdy,Wings,Damon dies and Elena breaks down,The Vampire Diaries • S5E2214 May 20147
Birdy,Without a Word,,The Vampire Diaries • S5E423 Oct 20130
Birdy,The District Sleeps Alone Tonight,"A pageant girl calls Silver 'mommy'; Naomi runs into her old boss, Rachel.",90210 • S5E123 Feb 20130
Birdy,Skinny Love,Josh & Sally watch over a dying Aidan.,Being Human • S3E113 Jan 20130
Birdy,I'll Never Forget You,Cristina brushes off Dr. Parker's invitation; Arizona tries out a prosthetic leg; Shane tells Derek his advice worked; Richard & Catherine chat with Bryan.,Grey's Anatomy • S9E425 Oct 20120
Birdy,Learn Me Right,1:22Plays at the end of the film and continues playing during the end credits.,Brave21 Jun 20122
Birdy,Young Blood,Lexie tells Derek she's still in love with Mark; Teddy informs Owen that Cristina texted saying she's about to go into her exam; April tells Avery Jesus hates her because she's no longer a virgin; Avery's lucky pencil is broken; Cristina & Meredith head into their exams.,Grey's Anatomy • S8E2126 Apr 20121
Birdy,Just a Game,,The Hunger Games22 Mar 20120
Birdy,Terrible Love,"Bailey shows Derek how to do Zola's hair; Alec & Morgan sit with the baby; Cristina searches for proof that Owen is having an affair, then pretends to be asleep when he arrives home.",Grey's Anatomy • S8E1623 Feb 20120
Birdy,Shelter,,The Vampire Diaries • S3E328 Sep 20113
Birdy,Skinny Love,0:36Elena and Jeremy grieving before Jenna and John Gilbert’s funeral  ,The Vampire Diaries • S2E214 May 20112
Sea-Hags,Under the Night Stars,,0
Billy-Connolly,Song of Mor'du,"0:35King Fergus entertains the clans. Elinor eats the tart the witch gave to Merida, causing her to turn into a bear.",Brave21 Jun 20120
Vinnie-Vincent,Animal,,Summer School21 Jul 19870
Vinnie-Vincent,Love Kills,,0
Vigel,Therapist,,0
Love-Hate,Angel,,0
Divinyls,I Touch Myself,,The Happytime Murders23 Aug 20180
Divinyls,I Touch Myself,,Rough Night15 Jun 20171
Divinyls,Back to the Wall,,0
Ioanna-Gika,Swan,"0:38Nico breaks down at Robert's side, then returns to the hostel and finds it empty; Nico performs a ceremony in honor of her father, then discovers what he left for her.",Runaways • S3E712 Dec 20190
Ioanna-Gika,One Thing Leads To Another,0:31Fiona sists down at her piano and starts to play a song by The Fixx.,Stumptown • S1E65 Nov 20190
Ioanna-Gika,Gone,"1:25Snow White, The Huntsman, the seven dwarfs and William journey through the mountains.",Snow White and the Huntsman31 May 20122
Ioanna-Gika,Gone,,0
Evgueni-Galperine,Enterrement Dans La Mer,,Rust and Bone22 Nov 20120
Evgueni-Galperine,Farewell (feat. Mariana Tootsie),0:02Katniss leaves her District 12 home. Continues playing as she goes hunting in the woods.,The Hunger Games22 Mar 20121
Laurie-Spiegel,Sediment,1:07First song in the Cornucopia scene. The Tributes are being lifted from their pods.,The Hunger Games22 Mar 20120
Florence-the-Machine,100 Years,0:43Chief Dixon is arrested; the bomb explodes; the crew carries out Dr. Alba's work just as Dixon is being driven away.,Station 19 • S3E1613 May 20200
Florence-the-Machine,Long & Lost,,All Rise • S1E178 Mar 20200
Florence-the-Machine,Shake It Out,,Better Things • S3E1215 May 20190
Florence-the-Machine,Jenny of Oldstones (Game of Thrones),0:57Title,Game of Thrones • S8E220 Apr 20193
Florence-the-Machine,Stand By Me,,Ma vie avec John F. Donovan28 Feb 20190
Florence-the-Machine,Kiss With a Fist,0:01Lea dances around the apartment; Morgan continues with yoga; Claire jogs around the city; Shaun manages to frighten Lea by lurking at her as she dances.,The Good Doctor • S2E1220 Jan 20191
Florence-the-Machine,Dog Days Are Over,,A Million Little Things • S1E1116 Jan 20190
Florence-the-Machine,Ship To Wreck,Final song of the episode.,9-1-1 • S1E1020 Mar 20180
Florence-the-Machine,Seven Devils,0:01Chloe has a dream about making out with Lucifer and his horns appearing.,Lucifer • S2E1222 Jan 20178
Florence-the-Machine,Wish That You Were Here,First credits song,Miss Peregrine's Home for Peculiar Children29 Sep 201611
Florence-the-Machine,Long & Lost,,Shades of Blue • S1E427 Jan 20160
Florence-the-Machine,Long & Lost,,The Royals • S2E114 Nov 20153
Florence-the-Machine,What Kind of Man,0:02Natalie joins Ryan in the shows; flashback to Alec and Ryan having sex in the shower; Simon finds a note in his door; Natalie tells Nimah she should ask out Simon; Shelby sneaks out of Caleb's room; montage.,Quantico • S1E631 Oct 20150
Florence-the-Machine,Delilah,0:57Alex leaves Liam's office; Miranda talks to the recruits about what they learned from their surveillance assignment; Shelby says goodbye to Alex; montage; Simon walks in on the twins; Natalie tells Liam that she thinks Ryan is in contact with Alex; Simon and Alex spot one of the twins on the surveillance video.,Quantico • S1E631 Oct 20151
Florence-the-Machine,Bedroom Hymns,,The Great Gatsby9 May 20131
Florence-the-Machine,Over the Love,0:32Final song of the Gatsby party. Catherine tells him \'that it all makes sense\' and leaves.,The Great Gatsby9 May 20133
Florence-the-Machine,Seven Devils,,Beautiful Creatures13 Feb 20130
Florence-the-Machine,You've Got The Love,"5 years later, everyone gathers for Dan & Serena's wedding.",Gossip Girl • S6E1017 Dec 20121
Florence-the-Machine,Never Let Me Go,Liza is reunited with her parents.,Nikita • S3E226 Oct 20120
Florence-the-Machine,Breath of Life,2:02End credits.,Snow White and the Huntsman31 May 20123
Florence-the-Machine,Seven Devils,Final song of the episode and season.,Revenge • S1E2222 May 20121
Florence-the-Machine,Never Let Me Go,When damon and elena kiss outside of the hotel room ,The Vampire Diaries • S3E1918 Apr 201220
Florence-the-Machine,Cosmic Love,,The Vampire Diaries • S1E1120 Jan 20104
Florence-the-Machine,Breath of Life,End Credits,0
Hypnotic-Brass-Ensemble,Lead the Way,,The Chi • S2E611 May 20190
Hypnotic-Brass-Ensemble,War,0:51Caesar Flickerman welcomes the audience to the 74th Annual Hunger Games.,The Hunger Games22 Mar 20121
DaphnA-C,Sin,"0:53John meets Sam, who invites him and Ted for shots.",Ted28 Jun 20120
Chas-Smith,A Wasp On Her Abdomen,1:08Second song in the Cornucopia scene. The game starts.,The Hunger Games22 Mar 20120
Clannad,"I Will Find You (Theme from ""The Last of the Mohicans"")",,0
Andres-Villamil,Mery,,0
Daphne,Crush,"0:58John realizes that he was suppose to be back at Rex\'s house until Lori arrives, knowing that he was lured by Ted to come to the party.",Ted28 Jun 20120
Countre-Black,Itâ€™s Raining Men,0:21First song during the live show.,Magic Mike28 Jun 20120
Countre-Black,Itâ€™s Raining Men,,0
Black-Daniel,Gimme What You Got,0:31Adam and Mike go home with the girls from the bar. ,Magic Mike28 Jun 20120
Black-Daniel,Snakeskin Heart,,The Vampire Diaries • S3E1614 Mar 20120
Black-Daniel,Gimme What You Got,,0
Cloud-Control,Just for Now,"0:50On the Fourth of July, they all ride a boat over for a sand party. ",Magic Mike28 Jun 20120
Cloud-Control,Just for Now,,0
Alice-Russell-and-Quantic,Travelling Song (feat. The Combo Bárbaro),0:59Paul meets Little Ronnie at the party and takes a selfie with him.,Downsizing21 Dec 20170
Alice-Russell-and-Quantic,Let Go (Breakdown),0:03Megan holds the tax advice sign on the side of the road while listening to music on her headphones.,Laggies23 Oct 20140
Alice-Russell-and-Quantic,Twin Peaks,Freya & Dash's rehearsal dinner; Joanna tells Wendy that something is starting to form on the canvas; Penelope makes a toast to the happy couple.,Witches Of East End • S1E91 Dec 20130
Alice-Russell-and-Quantic,Let Go (Breakdown),0:07Song plays when Redding is in Haiti. ,The Blacklist • S1E414 Oct 20132
Alice-Russell-and-Quantic,Citizens,0:36Last song as Liz takes Tom home from the hospital. ,The Blacklist • S1E230 Sep 201313
Alice-Russell-and-Quantic,Heartbreaker,"Gail has a blind date with her mother's boss's son, Weston.",Rookie Blue • S4E915 Aug 20130
Alice-Russell-and-Quantic,All Gold,"Juliette chats with Maddie & Daphne, then mentions to Rayna how great her daughters are; the girls argue with Rayna about how late they're allowed to stay up.",Nashville • S1E163 Apr 20130
Alice-Russell-and-Quantic,A To Z,,Parenthood • S4E121 Jan 20130
Alice-Russell-and-Quantic,Magdalena,,Revenge • S2E420 Oct 20120
Alice-Russell-and-Quantic,Breakdown,0:03First song as Mike drives to work. ,Magic Mike28 Jun 20120
Alice-Russell-and-Quantic,Breakdown,,1
Vegas-Audio-Ninjas,Superstarzz,Flashback to Damian searching for an object to plant on Alicia's body.,Motive • S2E320 Mar 20140
Vegas-Audio-Ninjas,Mo Cash!,1:15Mike and Adam pretend to be cops and strip for a sorority.,Magic Mike28 Jun 20120
Vegas-Audio-Ninjas,Mo Cash!,,0
Beth-Thornley,Night Light,0:35Second song at the party as Megan pierces an ear for someone.,Laggies23 Oct 20140
Beth-Thornley,Wash U Clean,1:17Second song at the sorority show.,Magic Mike28 Jun 20120
Beth-Thornley,Everyone Falls,Victor arrests Catherine.,Ringer • S1E2110 Apr 20120
Beth-Thornley,Party Dress,"Andrew & Bridget return to the apartment & find 'Whore' written across Siobhan's photo, the place trashed & Juliet and Erica passed out in the living room.",Ringer • S1E511 Oct 20110
Beth-Thornley,Wash U Clean,"Lauren devours her gift basket then tries to take a sexy photo of herself before getting locked out of her room, then runs into Taryn in the elevator.",One Tree Hill • S8E2110 May 20112
Beth-Thornley,Everyone Falls,Brooke gets a call from Clothes Over Bros; Alex shows Chase her new glasses; Haley plays with Lydia; Brooke tells Victoria that her ex-company offered her a job as vice president.,One Tree Hill • S8E1926 Apr 20110
Beth-Thornley,Arrogance,Crews & Reese investigate a death and inform the widows. (NBC Rewind).,Life • S1E814 Nov 20070
Beth-Thornley,Home By Now,,The Hills • S2E1126 Mar 20070
Beth-Thornley,Wash U Clean,,0
Matthew-McConaughey,Ladies of Tampa,1:37Dallas sings this song on stage.,Magic Mike28 Jun 20120
Matthew-McConaughey,Ladies of Miami,1:49Second song during end credits.,Magic Mike28 Jun 20120
Matthew-McConaughey,Ladies of Tampa,,0
Ringside,Money,1:01Montage as the guys continue to perform various shows.,Magic Mike28 Jun 20120
Ringside,Struggle,Kevin tries to advise Tommy.,Brothers And Sisters • S3E1914 Mar 20090
Ringside,Tired Of Being Sorry,Justin & Lena at the bar.,Brothers And Sisters • S2E63 Nov 20070
Ringside,Struggle,Claire gets a call from Margaret.,Six Feet Under • S5E54 Jul 20050
Ringside,Strangerman,"The song plays as Summer finds Seth's sketchbook with drawings of her &amp; steals it for awhile. Later Caleb and Lindsay meet for dinner where he accuses her &amp; Ryan of ""gold digging.""",The O.C. • S2E1027 Jan 20050
Ringside,Money,,0
Asa,No One Knows,Will takes Megan to a gallery.,Privileged • S1E18 Sep 20080
Asa,Bibanke,,0
Asa,Subway,,0
Asa,Maybe,,0
Excision-and-Datsik,Calypso,1:23Magic Mike tries out some new dance moves on stage after a fight with Dallas.,Magic Mike28 Jun 20120
Excision-and-Datsik,Calypso,,0
Dierks-Bentley,Leaving Lonesome Flats,,Trolls World Tour25 Mar 20200
Dierks-Bentley,Leaving Lonesome Flats,,Trolls World Tour25 Mar 20200
Dierks-Bentley,Hold the Light (feat. S. Carey),,Only The Brave19 Oct 20171
Dierks-Bentley,Hold the Light (feat. S. Carey),2:07End credits.,Only The Brave19 Oct 20171
Dierks-Bentley,Days of Dark,,The Shack2 Mar 20171
Eli-Young-Band,Unchanged,,The Best Of Me16 Oct 20140
Eli-Young-Band,Drunk Last Night,"Scarlett decides to stay at the bar; Juliette asks Avery if Scarlett is taking drugs, then tells him she's terrified of the possibility he could break her heart.",Nashville • S2E1826 Mar 20140
Eli-Young-Band,Even If It Breaks Your Heart,,Nashville • S1E110 Oct 20122
Michael-Halasz-and-Slovak-Philharmonic-Orchestra,"The Nutcracker Suite, Op. 71a: V. Arab Dance",,0
Michael-Halasz-and-Slovak-Philharmonic-Orchestra,Lohengrin: Prelude,0:57Liv video calls Martin to ask what he's doing with Riley being in Las Vegas; Enzo shoots Martin as Liv watches on video.,iZombie • S5E1117 Jul 20190
Michael-Halasz-and-Slovak-Philharmonic-Orchestra,Guillaume Tell (William Tell): Overture,0:50Otis sneaks up to the baby's crib and attaches a hook on the baby's clothes. ,Son of the Mask17 Feb 20050
Michael-Halasz-and-Slovak-Philharmonic-Orchestra,Le gazza ladra (The Thieving Magpie): Overture,"0:52Otis attempts to get rid of the baby, only to get outsmarted by the baby.",Son of the Mask17 Feb 20050
David-Julyan,The Cabin In the Woods,,0
David-Julyan,We're Not the Only Ones Watching,,The Cabin in the Woods11 Apr 20120
David-Julyan,This We Offer In Humility And Fear,,0
David-Julyan,The Cabinets Will Have to Wait,,0
David-Julyan,I Thought Thereâ€™d Be Stars,,0
David-Julyan,Youth,,0
David-Julyan,The Cellar,,0
David-Julyan,"Whatever Happens, We Have to Stay Calm",,0
David-Julyan,Herald the Pale Horse (Hadley's Lament Redux),,0
David-Julyan,The Diary of Patience Buckner,,0
David-Julyan,420,,0
David-Julyan,And Lo! Fornicus,,0
David-Julyan,For Jules,,0
David-Julyan,Hadleyâ€™s Lament,,0
David-Julyan,Punished for What?,,0
David-Julyan,Patienceâ€™s Lullaby,,0
David-Julyan,We're Not the Only Ones Watching,,0
David-Julyan,Beware The Harbinger,,0
David-Julyan,What Could Go Wrong,,0
David-Julyan,"Places, Everyone",,0
David-Julyan,We Are Abandoned,,0
David-Julyan,In the Beginning â€¦,,The Cabin in the Woods11 Apr 20120
David-Julyan,The Cabin In the Woods,,The Cabin in the Woods11 Apr 20120
David-Julyan,Beware The Harbinger,,The Cabin in the Woods11 Apr 20120
David-Julyan,What Could Go Wrong,,The Cabin in the Woods11 Apr 20120
David-Julyan,"Places, Everyone",,The Cabin in the Woods11 Apr 20120
David-Julyan,The Cellar,,The Cabin in the Woods11 Apr 20120
David-Julyan,The Diary of Patience Buckner,,The Cabin in the Woods11 Apr 20120
David-Julyan,Hadleyâ€™s Lament,,The Cabin in the Woods11 Apr 20120
David-Julyan,In the Beginning â€¦,,0
David-Julyan,I Thought Thereâ€™d Be Stars,,The Cabin in the Woods11 Apr 20120
David-Julyan,We Are Abandoned,,The Cabin in the Woods11 Apr 20120
David-Julyan,The Cabinets Will Have to Wait,,The Cabin in the Woods11 Apr 20120
David-Julyan,For Jules,,The Cabin in the Woods11 Apr 20120
David-Julyan,"Whatever Happens, We Have to Stay Calm",,The Cabin in the Woods11 Apr 20120
David-Julyan,And Lo! Fornicus,,The Cabin in the Woods11 Apr 20120
David-Julyan,420,,The Cabin in the Woods11 Apr 20120
David-Julyan,Herald the Pale Horse (Hadley's Lament Redux),,The Cabin in the Woods11 Apr 20120
David-Julyan,This We Offer In Humility And Fear,,The Cabin in the Woods11 Apr 20120
David-Julyan,Punished for What?,,The Cabin in the Woods11 Apr 20120
David-Julyan,Patienceâ€™s Lullaby,,The Cabin in the Woods11 Apr 20120
David-Julyan,Youth,,The Cabin in the Woods11 Apr 20120
David-Julyan,Caught,,The Prestige19 Oct 20060
David-Julyan,Are You Watching Closely?,,The Prestige19 Oct 20060
David-Julyan,The Light Field,,The Prestige19 Oct 20060
David-Julyan,Borden Meets Sarah,,The Prestige19 Oct 20060
David-Julyan,Adagio for Julia,,The Prestige19 Oct 20060
David-Julyan,A New Trick,,The Prestige19 Oct 20060
David-Julyan,The Transported Man,,The Prestige19 Oct 20060
David-Julyan,"No, Not Today",,The Prestige19 Oct 20060
David-Julyan,Colorado Springs,,The Prestige19 Oct 20060
David-Julyan,Cutter Returns,,The Prestige19 Oct 20060
David-Julyan,The Journal,,The Prestige19 Oct 20060
David-Julyan,The Real Transported Man,,The Prestige19 Oct 20060
David-Julyan,Man's Reach Exceeds His Imagination,,The Prestige19 Oct 20060
David-Julyan,Goodbye to Jess,,The Prestige19 Oct 20060
David-Julyan,Sacrifice,,The Prestige19 Oct 20060
David-Julyan,The Price of a Good Trick,,The Prestige19 Oct 20060
David-Julyan,The Prestige,,The Prestige19 Oct 20060
SEX-O-RAMA,Love Muscle,0:01Jim starts masturbating while Michelle takes a bath.,American Reunion4 Apr 20120
Yunker,I'm Gonna Show,,American Reunion4 Apr 20120
Actress,N.E.W.,,0
Disco-Fries,Heartbeat,0:05Oz gets home and finds his wife in the hot tub with another guy.,American Reunion4 Apr 20121
Rick-Dasher,Big Joy Ride,0:10Kara's boyfriend pulls up his car.,American Reunion4 Apr 20120
Phunkpiranha,Pres-sumo,,American Reunion4 Apr 20120
Jay-Condiotti,When I Try,,Shameless • S3E326 Jan 20130
Jay-Condiotti,I Get My Way,0:17Second song at the bar as Stifler arrives.,American Reunion4 Apr 20120
Jay-Condiotti,I Get My Way,,Shameless • S2E428 Jan 20120
DownDownDown,Sidetracked (How Do You Know?),0:19Fourth song at the bar. They look through the year book. ,American Reunion4 Apr 20120
Kopek,Bring It On Home,"0:23The guys go to the beach, and hate on all the younger teens. ",American Reunion4 Apr 20120
Mikey-Likes-It,Make a Noise (From “American Reunion”),0:56Liv and Clive question Harley at a gun range.,iZombie • S3E424 Apr 20170
Mikey-Likes-It,Make a Noise (From â€œAmerican Reunionâ€),1:12this is not the right song!!!! listen to this one and listen to the one in the movie!!!,Good Kill14 May 20150
Mikey-Likes-It,Make a Noise,0:27Stifler gets back at the guys with jet-skis. They are listening to this song on the beach.,American Reunion4 Apr 20120
Thomas-Nicholas-Band,My Generation,0:18Third song at the bar.,American Reunion4 Apr 20120
Money-Fame-and-Love,Wasted,0:35Fourth song at the party. Jim and Stifler are talking by the keg.,American Reunion4 Apr 20120
D-T-F,Home Run Hitter,0:37Sixth song at the beach party. Ron tells Oz he needs more adventure.,American Reunion4 Apr 20120
Amely,Never Gonna Let Go,0:38Seventh song at the beach party. Stifler talks about the Twilight books in front of all the girls.,American Reunion4 Apr 20120
Jack-Miz,Please Baby Stay,1:09Song at Judah\'s 10yr old birthday party. Burt is waiting for Rance.,The Incredible Burt Wonderstone14 Mar 20130
Jack-Miz,Do What I Want,Tess drives Jake to his basketball practice.,Beauty And The Beast • S1E85 Dec 20120
Jack-Miz,Please Baby Stay,0:34They sit on the beach playing Playing Never have I Ever.,American Reunion4 Apr 20120
Shai,Baby I'm Yours,0:41Second song in the car. Kara comes onto Jim and asks him to be her first.,American Reunion4 Apr 20120
3OH-3,I Know How to Say,,About Last Night13 Feb 20140
3OH-3,Bad Guy,,Iron Man 32 May 20131
3OH-3,Youngblood,Annie asks Silver if she's seen Dixon; Navid introduces Liam to Brock Page; Liam tells Navid that Sydney can't invest in his company; Annie & Naomi fight over Mark.,90210 • S5E163 Mar 20130
