X,Y,,
145,54,,
145,53,,
145,52,,
145,51,,
145,50,,
145,49,,
145,48,,
145,47,,
145,46,,
145,45,,
145,44,,
145,43,,
145,42,,
145,41,,
145,40,,
145,39,,
146,71,,
146,70,,
146,69,,
146,68,,
146,67,,
146,66,,
146,65,,
146,64,,
146,63,,
146,62,,
146,61,,
146,60,,
146,59,,
146,58,,
146,57,,
146,56,,
146,55,,
146,54,,
146,53,,
146,52,,
146,51,,
146,50,,
146,49,,
146,48,,
146,47,,
146,46,,
146,45,,
146,44,,
146,43,,
146,42,,
146,41,,
146,40,,
149,71,,
149,70,,
149,69,,
149,68,,
149,67,,
149,66,,
149,65,,
149,64,,
149,63,,
149,62,,
149,61,,
149,60,,
149,59,,
149,58,,
149,57,,
149,56,,
149,55,,
149,54,,
149,53,,
149,52,,
149,51,,
149,50,,
149,49,,
149,48,,
149,44,,
149,43,,
149,42,,
150,71,,
150,70,,
150,69,,
150,68,,
150,67,,
150,66,,
150,65,,
150,64,,
150,63,,
150,62,,
150,61,,
150,60,,
150,59,,
150,58,,
150,57,,
150,56,,
150,55,,
150,54,,
150,53,,
150,52,,
150,51,,
150,50,,
150,49,,
150,48,,
150,44,,
150,43,,
150,42,,
151,71,,
151,70,,
151,69,,
151,68,,
151,67,,
151,66,,
151,65,,
151,64,,
151,63,,
151,62,,
151,61,,
151,60,,
151,59,,
151,58,,
151,57,,
151,56,,
151,55,,
151,54,,
151,53,,
151,52,,
151,51,,
151,50,,
151,49,,
151,48,,
151,44,,
151,43,,
151,42,,
